order_uuid,session_id,created_at,total_price,status,used_recommendation
order_2aed8cef33a640e55d1a7f93,190,2023-01-01T17:19:11,10400,completed,False
order_75988f5ac0575a8d3636291a,191,2023-01-01T17:19:28,10000,completed,False
order_f8c024c4ad95bf78baaf9d88,192,2023-01-01T17:19:49,16000,completed,True
order_8949eb0b6a2ef0595f9ef639,193,2023-01-01T17:22:36,5000,completed,False
order_6c4c04be8f82a4e053bde03d,194,2023-01-01T17:23:04,5200,completed,False
order_06cb3f00aa09252fffcbe8ea,195,2023-01-01T17:26:15,5000,completed,False
order_6d0e1050797b03d8826ea5ad,196,2023-01-01T17:28:42,4000,completed,False
order_3af0af21718ad75722b7f7dc,197,2023-01-01T17:44:28,10000,completed,True
order_14019988a92023b21c8fbafb,198,2023-01-01T17:44:48,5000,completed,True
order_b02b70815b8520a272deb770,199,2023-01-01T17:45:21,5000,completed,False
order_51eac6b471a284d3341d8c0c,200,2023-01-01T17:46:21,10000,completed,False
order_e973a64ce098778bb7327fe5,201,2023-01-01T17:50:30,10400,completed,False
order_07fd89a40a3755e21a588464,202,2023-01-01T17:56:46,5000,completed,False
order_6f946e26bbbc095620c42c44,203,2023-01-01T17:58:01,5200,completed,False
order_264c3f3470cadac69e9912a8,204,2023-01-01T18:03:13,5000,completed,False
order_cf06ed6df6eb6ebc840cdb81,205,2023-01-01T18:04:34,5000,completed,False
order_7ed28031fea3428609396624,206,2023-01-01T18:06:52,10000,completed,False
order_6e75d23a0574afce62799aab,207,2023-01-01T18:07:13,5000,completed,False
order_38c07d9eb6f585cb2e363aa8,208,2023-01-01T18:08:53,10000,completed,False
order_8665243ef242a2b13ff662d0,209,2023-01-01T18:12:37,10000,completed,False
order_fbea31c7083ef34d19f4b946,210,2023-01-01T18:13:32,10000,completed,False
order_6153f0b97fb44420cd413a37,211,2023-01-01T18:14:28,10000,completed,False
order_2978e0c34dbebfc46bf96c99,212,2023-01-01T18:17:09,10000,completed,False
order_8f98b68c4d83cf50f7c863fe,213,2023-01-01T18:22:48,8000,completed,False
order_ee16ee0fa7f21a4101793582,214,2023-01-01T18:22:53,5000,completed,False
order_ccddaf626302032b0414003d,215,2023-01-01T18:39:29,5000,completed,False
order_edd6ebda641b723cc1bc537c,216,2023-01-01T18:41:13,5000,completed,False
order_300122350a32530a2c2103b4,217,2023-01-01T18:43:42,5000,completed,False
order_3ead28f890ec0f5b363587e1,218,2023-01-01T18:45:11,10400,completed,False
order_e408d89ae85c9a0b6deaeeec,219,2023-01-01T18:49:48,5000,completed,False
order_1185401df4fc07ec0f2e42c5,220,2023-01-01T18:51:23,10000,completed,False
order_07a85bd180d31c968e6dc598,221,2023-01-01T18:51:41,5000,completed,False
order_6d5db0e809f71a43d3bada01,222,2023-01-01T18:52:18,10000,completed,False
order_10d293a95915109e7675b011,223,2023-01-01T18:56:35,10400,completed,False
order_b903ea6300ffc957d9466184,224,2023-01-01T19:02:52,8000,completed,True
order_142e9ae35ca000441e9ea056,225,2023-01-01T19:06:58,5200,completed,False
order_0486ffb0d9c84cf1c38a7024,226,2023-01-01T19:07:26,10000,completed,False
order_0b6a63765cf0acb1022fc7c8,227,2023-01-01T19:08:11,10000,completed,False
order_22ef9733f34012fee57a30e2,228,2023-01-01T19:09:54,5200,completed,True
order_8de23aaaec61b2cba81bd155,229,2023-01-01T19:10:16,10000,completed,False
order_00a8a5c3f7bac086c6df1a59,230,2023-01-01T19:12:49,10400,completed,True
order_d5155d043a8e6fffa4385a64,231,2023-01-01T19:14:09,10000,completed,False
order_945335a6aaa02e8642218d06,232,2023-01-01T19:22:39,5200,completed,False
order_3a69aa1b60febf635d84cdca,233,2023-01-01T19:29:07,5200,completed,True
order_7ec24305aabd039523e863b9,234,2023-01-01T19:34:48,5200,completed,False
order_093f0b067a05c35392acf5a6,235,2023-01-01T19:35:55,10000,completed,False
order_d06b6c54863ac33d12419dd0,236,2023-01-01T19:39:32,4000,completed,False
order_9741f79aca77af5b5793817b,237,2023-01-01T19:45:28,5000,completed,False
order_461742bbd8cc55ac9eefa04b,238,2023-01-01T19:49:37,5000,completed,False
order_3219b5be78da72e80e0918d4,239,2023-01-01T19:52:47,5000,completed,False
order_916f5b10fee9db4c317b6fbb,240,2023-01-01T19:57:56,5000,completed,False
order_cf94db48fb7aa4da74260da3,241,2023-01-01T19:58:52,5200,completed,False
order_a4c36ded9dbf60a5a9dceb0d,242,2023-01-02T07:01:59,8000,completed,False
order_53e56691fe7c82711dc58960,243,2023-01-02T07:16:35,10000,completed,False
order_9d6ad3cc125c3c4d07b17f6a,244,2023-01-02T07:25:59,5000,completed,False
order_84582c1dbe026475319df14c,245,2023-01-02T07:48:26,5200,completed,False
order_904f2cc1c3677bb35876e91f,246,2023-01-02T07:53:48,10000,completed,False
order_e77a763321d6cf825534ab22,247,2023-01-02T08:03:47,10000,completed,True
order_ceab25abfedcba417c7cade0,248,2023-01-02T08:04:06,10000,completed,False
order_6643521711328a1e282daf5a,249,2023-01-02T08:04:55,5000,completed,False
order_f33f7ae89c2c6ab8e29a3cb0,250,2023-01-02T08:13:24,5000,completed,False
order_05a53e3696e2a6dd37964f57,251,2023-01-02T08:15:07,5000,completed,False
order_0fb914ab018d3fbf1e69f5bc,252,2023-01-02T08:15:10,10000,completed,False
order_7a9ca14dcab2ffdcfc790dac,253,2023-01-02T08:21:32,10400,completed,False
order_3db2991a3bd1f2ca292a4637,254,2023-01-02T08:23:15,5000,completed,False
order_9f682df245668969bbcd5395,255,2023-01-02T08:25:22,5000,completed,False
order_985d6ac20b189c12b3cad0bd,256,2023-01-02T08:26:13,10000,completed,True
order_9c676e003b8932ac49d4d3a1,257,2023-01-02T08:26:21,10000,completed,True
order_c6eeaa0539eaa4ce33dfb9e4,258,2023-01-02T08:30:10,5000,completed,False
order_a32c5cfee76478050154a15c,259,2023-01-02T08:31:35,5000,completed,False
order_4088f87e6ecef91b275bafd8,260,2023-01-02T08:34:25,10000,completed,False
order_55da3f56239d2acf0ec75f78,261,2023-01-02T08:43:50,5000,completed,False
order_867cd58f3fe352905cc5b21c,262,2023-01-02T08:51:31,10000,completed,False
order_efa260adfcac648aa5df57fc,263,2023-01-02T08:55:40,5000,completed,False
order_2134834173800a88be598393,264,2023-01-02T09:00:14,5200,completed,False
order_620807a1bbd690fc48597698,265,2023-01-02T09:06:29,5000,completed,False
order_c2548064eaf018a1d481dffb,266,2023-01-02T09:07:31,8000,completed,False
order_91eb375e8e71d9ce2f7cde8b,267,2023-01-02T09:11:57,10000,completed,False
order_15aa0c7e8fbd2923db7041d0,268,2023-01-02T09:12:47,10000,completed,False
order_f8d0f85975e49b959799cc52,269,2023-01-02T09:22:26,5200,completed,False
order_8290abc6c261e044710e7d61,270,2023-01-02T09:25:27,5000,completed,False
order_a29e971b5176a9fadde4eb86,271,2023-01-02T09:26:16,10000,completed,False
order_aa62ffff47619bf0b14843d4,272,2023-01-02T09:29:47,10000,completed,True
order_dad39ce1a0f516e191b0b515,273,2023-01-02T09:33:57,10000,completed,False
order_63843e04b0f7a32d94539cf3,274,2023-01-02T09:36:26,8000,completed,False
order_aa4b27d555e488b857954347,275,2023-01-02T09:38:46,16000,completed,False
order_1bdf1a2fc92382e70ba7d9f3,276,2023-01-02T09:45:34,5000,completed,False
order_8746b7e5d534efa196e92e53,277,2023-01-02T09:48:46,10000,completed,False
order_30222b26c6fe9abd40484df7,278,2023-01-02T09:50:09,5000,completed,False
order_ff6d1d2c3324408300408b91,279,2023-01-02T09:50:57,5000,completed,False
order_ec91fc2dc062c0f220b5d7b5,280,2023-01-02T09:52:17,5000,completed,False
order_cf32406111908544e504c847,281,2023-01-02T09:54:48,5000,completed,False
order_dc51d239fbced2ce3562b4cf,282,2023-01-02T09:56:28,10400,completed,False
order_01eebb18768df62af78c266a,283,2023-01-02T09:58:47,8000,completed,False
order_44b2920d7e9cb7c0ab668fd3,284,2023-01-02T10:03:39,5000,completed,False
order_bdab02b526850c0ef562ff38,285,2023-01-02T10:07:28,5000,completed,True
order_e7ee3efaf77443c04473b4a8,286,2023-01-02T10:13:55,10000,completed,False
order_08ec2efcf0142e45c607570a,287,2023-01-02T10:16:43,5000,completed,True
order_88a9d5a83b2b7e4bc74200cc,288,2023-01-02T10:22:19,5000,completed,False
order_afc3bf9d346f20c15bd91446,289,2023-01-02T10:26:49,5000,completed,False
order_40e0ce8abc662ad8d6a7b5f1,290,2023-01-02T10:27:05,5000,completed,False
order_961cc96ada94bed0d2ff9d76,291,2023-01-02T10:49:58,5000,completed,False
order_491173598037c270f1fe2d1c,292,2023-01-02T10:59:58,5000,completed,False
order_93f271ad5efd7ea64a800c9a,293,2023-01-02T11:04:21,5000,completed,False
order_e1c03d2c445ffd0b7d000b73,294,2023-01-02T11:06:10,5000,completed,False
order_4dcee7f85df40fc71dcad450,295,2023-01-02T11:06:28,5000,completed,False
order_e30e49d63907db14c48c5ad0,296,2023-01-02T11:10:15,10000,completed,False
order_f90a34bcd66e597a5d391005,297,2023-01-02T11:11:23,10000,completed,False
order_f597ae7c454f8d38ef01b322,298,2023-01-02T11:12:05,5200,completed,False
order_6765c043a097743fe613e347,299,2023-01-02T11:13:01,10000,completed,False
order_091d039b02ddf4d2fb7f5be7,300,2023-01-02T11:14:15,10000,completed,True
order_b66cd90e3946dd63b5a914d5,301,2023-01-02T11:15:12,5200,completed,False
order_88547be1130859cf095ec35f,302,2023-01-02T11:15:28,5000,completed,False
order_cd3f0c85b158c08a2b113464,303,2023-01-02T11:16:51,10000,completed,False
order_34c66477519b949b09b45e13,304,2023-01-02T11:18:12,10000,completed,False
order_1cf9ade625b515864393eacf,305,2023-01-02T11:19:12,10000,completed,False
order_97e01b6f38ed3790a7fed91d,306,2023-01-02T11:19:42,5000,completed,False
order_540d3e47795cb7cf660d17fa,307,2023-01-02T11:21:43,10000,completed,False
order_dca7d04102c326cf00ed5aac,308,2023-01-02T11:21:49,10400,completed,False
order_89d79a520700d1cce8a6d6c0,309,2023-01-02T11:35:14,10000,completed,False
order_a79e9a409bded1928e5dad97,310,2023-01-02T11:38:23,10000,completed,False
order_3da7e2c2144502d7115bee98,311,2023-01-02T11:43:04,10000,completed,False
order_d69b923df6140a16aefc8954,312,2023-01-02T11:50:18,5000,completed,False
order_d2e19c4182d68093904d9bf3,313,2023-01-02T11:50:32,5000,completed,False
order_07eb1cd77ab3f5be92ee0c70,314,2023-01-02T11:54:30,5000,completed,False
order_d8e4bbea3af2e4861ad5a445,315,2023-01-02T11:56:26,5000,completed,False
order_9170981d59d0f8d3f003ef0f,316,2023-01-02T11:56:58,4000,completed,False
order_8fc1bb57c95fe04d4a8acab3,317,2023-01-02T11:58:49,10000,completed,False
order_de9a90c16b82748e2c528c4e,318,2023-01-02T12:03:47,5000,completed,False
order_2a8ae2469569e6eccde1a5b5,319,2023-01-02T12:06:18,5000,completed,False
order_b6c3f8f43516460ff7a23fb2,320,2023-01-02T12:12:01,10000,completed,False
order_a85f2d02e23cd73f8f9a7e55,321,2023-01-02T12:18:22,10000,completed,False
order_83950160648e3b8fe394c1cd,322,2023-01-02T12:22:04,5000,completed,False
order_278e89d8c2da87688af1c1b0,323,2023-01-02T12:23:03,5000,completed,False
order_75d2a5a3c528920d00425f29,324,2023-01-02T12:24:39,10000,completed,False
order_90f98c0ea42c927c4b073038,325,2023-01-02T12:25:03,5000,completed,False
order_baa924ce1ee3617f30a87ca2,326,2023-01-02T12:26:13,10000,completed,False
order_77895c1f680568edb1fe3d4e,327,2023-01-02T12:26:18,5000,completed,False
order_a6b21a4281226e8a97c2e055,328,2023-01-02T12:29:07,5000,completed,False
order_641e2c9fb629c63ff2e32228,329,2023-01-02T12:33:04,10000,completed,False
order_1c710b1ca4bc921803cf096a,330,2023-01-02T12:34:00,5000,completed,False
order_23b23be9da2519c88f11c084,331,2023-01-02T12:36:37,5000,completed,False
order_02c8be94d9fa60afd0e8fab8,332,2023-01-02T12:38:47,16000,completed,False
order_193b3437a94374579772f3f1,333,2023-01-02T12:39:04,16000,completed,False
