session_uuid,kiosk_id,started_at,ended_at,estimated_gender,estimated_age_group,end_reason,is_simple_mode,help_triggered,status
session_770a211d943ac31cb57f4c4e,1,2023-01-01T10:10:52,2023-01-01T10:32:52,F,40~49,order_completed,0,0,ended
session_1e75889304d3fe4006504344,1,2023-01-01T10:11:42,2023-01-01T10:28:42,M,20~29,order_completed,0,0,ended
session_7108b973865686a994f67c1d,1,2023-01-01T10:21:07,2023-01-01T10:51:07,M,20~29,order_completed,0,0,ended
session_52400d36f2eede755ee8c4c6,1,2023-01-01T10:45:53,2023-01-01T10:53:53,F,20~29,order_completed,0,0,ended
session_db42533e2886801c8e636667,1,2023-01-01T10:47:44,2023-01-01T11:08:44,F,50+,order_completed,0,0,ended
session_afadf849adeeca33851e1d60,1,2023-01-01T10:47:14,2023-01-01T11:09:14,M,50+,order_completed,1,0,ended
session_4ebd8658fbeef6bc57dababa,1,2023-01-01T10:49:48,2023-01-01T11:20:48,F,40~49,order_completed,0,0,ended
session_26f3de430e7a79ea3a2ffd0a,1,2023-01-01T10:50:58,2023-01-01T11:22:58,M,20~29,order_completed,0,0,ended
session_ba7b2106ee4975edb5ef30e1,1,2023-01-01T10:55:32,2023-01-01T11:24:32,M,20~29,order_completed,0,0,ended
session_ddeaa6463519a9882fcc76bf,1,2023-01-01T11:20:01,2023-01-01T11:46:01,F,20~29,order_completed,0,0,ended
session_0eb6b75237f1cfa94e970234,1,2023-01-01T11:14:37,2023-01-01T11:36:37,F,20~29,order_completed,0,0,ended
session_4775b42ba121427b2e973fba,1,2023-01-01T11:16:29,2023-01-01T11:50:29,M,30~39,order_completed,0,0,ended
session_86356127df008be0ece72e7c,1,2023-01-01T11:17:57,2023-01-01T11:53:57,M,50+,order_completed,1,0,ended
session_599e824d485a820040744e5c,1,2023-01-01T11:27:22,2023-01-01T11:34:22,M,30~39,order_completed,0,0,ended
session_bc9db5968ad98ea92a7c82cd,1,2023-01-01T11:28:35,2023-01-01T11:52:35,F,30~39,order_completed,0,0,ended
session_6777cdcace34e6ca8ce39252,1,2023-01-01T11:40:57,2023-01-01T11:54:57,M,20~29,order_completed,0,0,ended
session_dedb73273271ed267df27b50,1,2023-01-01T11:38:09,2023-01-01T12:07:09,M,30~39,order_completed,0,0,ended
session_ea0df931c4673c5de98e6eab,1,2023-01-01T11:37:13,2023-01-01T12:00:13,F,50+,order_completed,0,0,ended
session_c649f01b476f7c0eb894d9d4,1,2023-01-01T11:40:16,2023-01-01T11:58:16,M,50+,order_completed,1,0,ended
session_7ca5368b91fb5c904608159f,1,2023-01-01T11:45:23,2023-01-01T12:15:23,F,20~29,order_completed,0,0,ended
session_5536e0176389a759995ccb27,1,2023-01-01T11:49:30,2023-01-01T11:57:30,M,40~49,order_completed,0,0,ended
session_d8745a78a17b6f4eed57706c,1,2023-01-01T11:50:17,2023-01-01T12:05:17,F,40~49,order_completed,0,0,ended
session_86573518d2c2c400fc51cb86,1,2023-01-01T11:50:20,2023-01-01T12:04:20,M,20~29,order_completed,0,0,ended
session_e585fe405cd378cb58f73017,1,2023-01-01T11:57:20,2023-01-01T12:22:20,F,20~29,order_completed,0,0,ended
session_2ed21dad338c933d3ff0f646,1,2023-01-01T11:55:09,2023-01-01T12:11:09,M,20~29,order_completed,0,0,ended
session_1ac0a8ae8b8a914daf4d53f0,1,2023-01-01T12:02:22,2023-01-01T12:19:22,M,20~29,order_completed,0,0,ended
session_96ae32cf66e45273e4edae37,1,2023-01-01T11:57:42,2023-01-01T12:24:42,M,20~29,order_completed,0,0,ended
session_5f3f2bb106479cc5c1ec8870,1,2023-01-01T12:04:36,2023-01-01T12:25:36,M,50+,order_completed,0,0,ended
session_824246acf8ea9fb91d8a3499,1,2023-01-01T12:01:11,2023-01-01T12:34:11,F,20~29,order_completed,0,0,ended
session_c93fd72ade735b375337fb70,1,2023-01-01T12:10:07,2023-01-01T12:29:07,F,50+,order_completed,0,0,ended
session_eee4f5f3e88c92c5b68bd3e0,1,2023-01-01T12:05:26,2023-01-01T12:29:26,F,50+,order_completed,0,0,ended
session_fe094ecbe10fed6c731180d7,1,2023-01-01T12:16:07,2023-01-01T12:43:07,F,30~39,order_completed,0,0,ended
session_fe2cf74437afeb74a7b1bc6f,1,2023-01-01T12:17:39,2023-01-01T12:38:39,M,20~29,order_completed,0,0,ended
session_f310d3efac57e64fa5add598,1,2023-01-01T12:17:06,2023-01-01T12:41:06,M,40~49,order_completed,0,0,ended
session_96c72b17cd274f3114fea3bb,1,2023-01-01T12:24:49,2023-01-01T12:35:49,M,50+,order_completed,1,0,ended
session_60f9b46ee89c36732015a9ff,1,2023-01-01T12:26:35,2023-01-01T12:50:35,M,20~29,order_completed,0,0,ended
session_74f11bc0641b7e88e61f17fd,1,2023-01-01T12:24:53,2023-01-01T12:45:53,F,40~49,order_completed,0,0,ended
session_3cb4f113bf2ac3561a2bbe30,1,2023-01-01T12:35:52,2023-01-01T13:10:52,F,20~29,order_completed,0,0,ended
session_582e9c9f459fecf004f98993,1,2023-01-01T12:39:26,2023-01-01T13:09:26,M,30~39,order_completed,0,0,ended
session_1aedac6fa0d4fb82442219bf,1,2023-01-01T12:40:55,2023-01-01T13:06:55,F,30~39,order_completed,0,0,ended
session_ee2c59fc1995f0bffeabc050,1,2023-01-01T12:42:08,2023-01-01T13:09:08,M,30~39,order_completed,0,0,ended
session_737704a9eff61d1d1ba86c82,1,2023-01-01T12:37:48,2023-01-01T12:58:48,M,20~29,order_completed,0,0,ended
session_4766cd481180840b9a29d405,1,2023-01-01T12:48:28,2023-01-01T13:03:28,M,40~49,order_completed,0,0,ended
session_d035d2591fbc92dccfc77b21,1,2023-01-01T12:41:11,2023-01-01T13:07:11,M,30~39,order_completed,0,0,ended
session_7816cd5b587f7bb5637d0295,1,2023-01-01T12:44:59,2023-01-01T13:02:59,M,30~39,order_completed,0,0,ended
session_96b6ee25e85218ad9a4b67f1,1,2023-01-01T12:44:53,2023-01-01T13:09:53,M,40~49,order_completed,0,0,ended
session_80e7c1de100ddd5cd0f18a69,1,2023-01-01T12:53:06,2023-01-01T13:10:06,F,20~29,order_completed,0,0,ended
session_348e9d638f79901f8214b789,1,2023-01-01T12:51:38,2023-01-01T13:23:38,M,40~49,order_completed,0,0,ended
session_c4a3b18165abdbd16280ee1f,1,2023-01-01T12:53:33,2023-01-01T13:20:33,F,30~39,order_completed,0,0,ended
session_6904dc7a85d363a89aac44f5,1,2023-01-01T12:59:52,2023-01-01T13:19:52,M,30~39,order_completed,0,0,ended
session_a3785284efa5f7cfa2569e23,1,2023-01-01T12:55:01,2023-01-01T13:09:01,F,20~29,order_completed,0,0,ended
session_4fc48e58b278694137b63fb9,1,2023-01-01T13:00:51,2023-01-01T13:22:51,F,30~39,order_completed,0,0,ended
session_b20d41b8d4d2675b2fa601bc,1,2023-01-01T12:58:37,2023-01-01T13:30:37,F,40~49,order_completed,0,0,ended
session_67c938f949ac52afbc32daac,1,2023-01-01T12:59:03,2023-01-01T13:27:03,F,40~49,order_completed,0,0,ended
session_36f6032da6951b4dfdcb3c3c,1,2023-01-01T13:00:03,2023-01-01T13:24:03,F,50+,order_completed,1,1,ended
session_d0171ccad351b7dd9aeaac0b,1,2023-01-01T13:13:36,2023-01-01T13:37:36,F,40~49,order_completed,0,0,ended
session_587296ccca39705eb207146a,1,2023-01-01T13:12:56,2023-01-01T13:40:56,M,20~29,order_completed,0,0,ended
session_57411e34fc203cd444422086,1,2023-01-01T13:16:51,2023-01-01T13:30:51,M,20~29,order_completed,0,0,ended
session_ebc4db46b702dd70e36888de,1,2023-01-01T13:13:23,2023-01-01T13:26:23,M,20~29,order_completed,0,0,ended
session_96920bc5db8f83c392ec32fd,1,2023-01-01T13:11:11,2023-01-01T13:26:11,M,20~29,order_completed,0,0,ended
session_413c2c42e21efba4b0fb9bed,1,2023-01-01T13:22:49,2023-01-01T13:47:49,F,50+,order_completed,1,0,ended
session_bf04fdb6f57299f47c44e940,1,2023-01-01T13:27:07,2023-01-01T13:51:07,F,30~39,order_completed,0,0,ended
session_9a17c0037bbc298d0db9cefe,1,2023-01-01T13:25:34,2023-01-01T13:57:34,M,20~29,order_completed,0,0,ended
session_09b4e453c0f43f03ccd79c15,1,2023-01-01T13:23:12,2023-01-01T13:55:12,F,40~49,order_completed,0,0,ended
session_2ee33bd651439d590c9dd51e,1,2023-01-01T13:36:09,2023-01-01T13:44:09,M,20~29,order_completed,0,0,ended
session_fa702c9caa40981488c680ec,1,2023-01-01T13:36:11,2023-01-01T13:50:11,M,40~49,order_completed,0,0,ended
session_4e38f35a5430713dba547200,1,2023-01-01T13:34:49,2023-01-01T13:54:49,M,30~39,order_completed,0,0,ended
session_9957da207ecb157d566535a7,1,2023-01-01T13:40:41,2023-01-01T14:02:41,F,40~49,order_completed,0,0,ended
session_ad064d7e3b26d5e4c3c30d86,1,2023-01-01T13:40:51,2023-01-01T13:58:51,F,20~29,order_completed,0,0,ended
session_aaaffdee04c4a39ef06195b2,1,2023-01-01T13:47:03,2023-01-01T14:00:03,F,40~49,order_completed,0,0,ended
session_56c1b56f505abc08a0382c0a,1,2023-01-01T13:47:56,2023-01-01T14:10:56,M,20~29,order_completed,0,0,ended
session_b3f29a48d905c9bd964b7f2d,1,2023-01-01T13:47:04,2023-01-01T14:08:04,F,40~49,order_completed,0,0,ended
session_c421de2ac3ebe2f2eda84455,1,2023-01-01T13:50:31,2023-01-01T14:02:31,F,20~29,order_completed,0,0,ended
session_408b93ed2dab33fb46d630c3,1,2023-01-01T13:46:18,2023-01-01T14:10:18,M,50+,order_completed,1,0,ended
session_f889442bca85ef7f16c8fc70,1,2023-01-01T13:54:34,2023-01-01T14:10:34,F,20~29,order_completed,0,0,ended
session_51258b7b9dab8bd51a6d2e51,1,2023-01-01T13:56:11,2023-01-01T14:13:11,F,50+,order_completed,0,0,ended
session_c28968b5ca4ef657f219aa90,1,2023-01-01T13:47:58,2023-01-01T14:13:58,F,30~39,order_completed,0,0,ended
session_e24d06a28c921c63fafafe65,1,2023-01-01T13:51:34,2023-01-01T14:21:34,F,50+,order_completed,0,0,ended
session_b428e9773a8f1c8f56be5445,1,2023-01-01T13:57:41,2023-01-01T14:26:41,F,30~39,order_completed,0,0,ended
session_2896ab846bfc8646db8ce208,1,2023-01-01T13:59:12,2023-01-01T14:29:12,F,40~49,order_completed,0,0,ended
session_b6b9fe8ecb4fc18537a8eec5,1,2023-01-01T14:04:56,2023-01-01T14:19:56,F,20~29,order_completed,0,0,ended
session_fe0504f70614f27b1a4a133b,1,2023-01-01T14:00:03,2023-01-01T14:22:03,M,50+,order_completed,0,0,ended
session_871e2b0d04ad28558b2f3146,1,2023-01-01T14:14:57,2023-01-01T14:34:57,F,20~29,order_completed,0,0,ended
session_149d27678aa38f7ecc9b53a1,1,2023-01-01T14:14:06,2023-01-01T14:41:06,M,40~49,order_completed,0,0,ended
session_92e025b723e4d6d80e23da77,1,2023-01-01T14:14:38,2023-01-01T14:41:38,F,20~29,order_completed,0,0,ended
session_7d7bb2dac4f96ad00d00cd76,1,2023-01-01T14:22:55,2023-01-01T14:30:55,F,40~49,order_completed,0,0,ended
session_2438f438f1009c9c1f896f17,1,2023-01-01T14:13:39,2023-01-01T14:47:39,M,30~39,order_completed,0,0,ended
session_c5a776cc9d1154c65cea25b5,1,2023-01-01T14:22:20,2023-01-01T14:46:20,F,30~39,order_completed,0,0,ended
session_b1bfd72914054bc8a4e43397,1,2023-01-01T14:27:42,2023-01-01T14:39:42,M,30~39,order_completed,0,0,ended
session_d7e9b3a246b746c475e31413,1,2023-01-01T14:28:54,2023-01-01T14:42:54,M,40~49,order_completed,0,0,ended
session_8b2d9aff24ca3a82f5dfe2fd,1,2023-01-01T14:26:23,2023-01-01T14:59:23,F,20~29,order_completed,0,0,ended
session_f0ced7fdfc8fe0952f57a9d0,1,2023-01-01T14:34:06,2023-01-01T14:54:06,M,30~39,order_completed,0,0,ended
session_42a9e067547dd3274b40eb1d,1,2023-01-01T14:33:48,2023-01-01T14:44:48,M,20~29,order_completed,0,0,ended
session_884b75bdf4ad0f06fa14d49e,1,2023-01-01T14:38:29,2023-01-01T14:54:29,F,50+,order_completed,1,0,ended
session_e0e3312efcd0b31441905164,1,2023-01-01T14:53:34,2023-01-01T15:07:34,F,50+,order_completed,1,1,ended
session_d1706b2f23b5c07a6c6f96d9,1,2023-01-01T14:46:07,2023-01-01T15:23:07,M,50+,order_completed,1,1,ended
session_45ebff519d40f36c789b316c,1,2023-01-01T14:56:04,2023-01-01T15:08:04,M,20~29,order_completed,0,0,ended
session_edda92872a0a1e9487709e37,1,2023-01-01T14:51:28,2023-01-01T15:13:28,M,50+,order_completed,0,0,ended
session_148408663e330e154396cac1,1,2023-01-01T15:00:27,2023-01-01T15:28:27,M,40~49,order_completed,0,0,ended
session_9f71224a8d3efebfb5aa0f8c,1,2023-01-01T15:06:37,2023-01-01T15:19:37,M,50+,order_completed,0,0,ended
session_96951c1ff3dd2b78dada73de,1,2023-01-01T15:05:10,2023-01-01T15:19:10,M,40~49,order_completed,0,0,ended
session_fd794b91e3ffa87613dbe5bb,1,2023-01-01T15:03:22,2023-01-01T15:25:22,M,20~29,order_completed,0,0,ended
session_18ed04c94ce282bc27de2795,1,2023-01-01T15:05:19,2023-01-01T15:20:19,M,20~29,order_completed,0,0,ended
session_69d8a894620d22b89db2e55f,1,2023-01-01T15:04:37,2023-01-01T15:38:37,F,40~49,order_completed,0,0,ended
session_acb25625c310d8babdeddf50,1,2023-01-01T15:09:34,2023-01-01T15:30:34,F,40~49,order_completed,0,0,ended
session_abd4f535423dcde577ffd0e8,1,2023-01-01T15:18:05,2023-01-01T15:26:05,F,40~49,order_completed,0,0,ended
session_64f91eceef24953f5fd913a4,1,2023-01-01T15:11:11,2023-01-01T15:35:11,M,20~29,order_completed,0,0,ended
session_d8f23b4f576ce774e472826c,1,2023-01-01T15:16:01,2023-01-01T15:36:01,M,30~39,order_completed,0,0,ended
session_3d3b0574f991b80a468cf92b,1,2023-01-01T15:28:27,2023-01-01T15:47:27,F,30~39,order_completed,0,0,ended
session_ab2ca7494b06a519290ecf08,1,2023-01-01T15:18:58,2023-01-01T15:52:58,M,40~49,order_completed,0,0,ended
session_ba3642798cf75e56a92cb69d,1,2023-01-01T15:24:58,2023-01-01T15:52:58,M,30~39,order_completed,0,0,ended
session_422d12f9ea493c4a5adcbf04,1,2023-01-01T15:21:36,2023-01-01T15:51:36,F,20~29,order_completed,0,0,ended
session_dc2a402640d416bcb7410528,1,2023-01-01T15:25:10,2023-01-01T15:40:10,M,50+,order_completed,0,0,ended
session_9b48ea0b9a97761aaf5a0ab1,1,2023-01-01T15:33:59,2023-01-01T15:45:59,M,30~39,order_completed,0,0,ended
session_38487aad15b58b47b6244cae,1,2023-01-01T15:34:20,2023-01-01T16:03:20,F,30~39,order_completed,0,0,ended
session_9f3539a90863001393c6ffc6,1,2023-01-01T15:43:34,2023-01-01T16:02:34,M,20~29,order_completed,0,0,ended
session_1d7eb00ab11797eaef67f6b7,1,2023-01-01T15:42:15,2023-01-01T16:08:15,F,50+,order_completed,0,0,ended
session_ddc9a4cdf187811f93706c0b,1,2023-01-01T15:40:23,2023-01-01T16:10:23,M,20~29,order_completed,0,0,ended
session_213b3f71f13f5c5bd4d7dc0f,1,2023-01-01T15:47:55,2023-01-01T16:11:55,M,40~49,order_completed,0,0,ended
session_00d4ed8c6b2403997b21d65f,1,2023-01-01T15:50:45,2023-01-01T16:04:45,F,50+,order_completed,0,0,ended
session_db1ddc452ab6de586844fd89,1,2023-01-01T15:52:50,2023-01-01T16:13:50,F,30~39,order_completed,0,0,ended
session_fabab21cd04868f828e54e81,1,2023-01-01T15:54:23,2023-01-01T16:20:23,M,40~49,order_completed,0,0,ended
session_5c2ec34c4e4e02f088bb1769,1,2023-01-01T15:53:07,2023-01-01T16:13:07,M,40~49,order_completed,0,0,ended
session_8b38941067fa7b885c7e29d2,1,2023-01-01T15:52:30,2023-01-01T16:23:30,M,30~39,order_completed,0,0,ended
session_64a52edb6a6998e19246fac6,1,2023-01-01T15:58:04,2023-01-01T16:20:04,M,40~49,order_completed,0,0,ended
session_d9565178a0d88366771e37ee,1,2023-01-01T15:55:20,2023-01-01T16:26:20,M,50+,order_completed,0,0,ended
session_9600c94295c6e6ab1b9ae92c,1,2023-01-01T16:04:00,2023-01-01T16:30:00,M,50+,order_completed,1,0,ended
session_bd2d2b8dc0f90d7050ee23b3,1,2023-01-01T16:09:06,2023-01-01T16:22:06,F,50+,order_completed,1,0,ended
session_d220f0e32a09609289309e94,1,2023-01-01T16:09:52,2023-01-01T16:33:52,M,30~39,order_completed,0,0,ended
session_3b583b3d2c855b28b77ed968,1,2023-01-01T16:15:00,2023-01-01T16:39:00,F,50+,order_completed,1,0,ended
session_a282059fb3c1ac591f89cf55,1,2023-01-01T16:16:26,2023-01-01T16:39:26,M,50+,order_completed,0,0,ended
session_07fe2cbadaf79d47bf93d77b,1,2023-01-01T16:16:07,2023-01-01T16:26:07,M,20~29,order_completed,0,0,ended
session_e54a6e74bcb06440f146c058,1,2023-01-01T16:14:07,2023-01-01T16:46:07,F,30~39,order_completed,0,0,ended
session_429ff788025b9a208c190d1a,1,2023-01-01T16:12:38,2023-01-01T16:38:38,M,20~29,order_completed,0,0,ended
session_5f2e0b684765c2569df4fb9e,1,2023-01-01T16:19:36,2023-01-01T16:34:36,F,50+,order_completed,0,0,ended
session_dd330c734b0bd9eac693ff59,1,2023-01-01T16:24:12,2023-01-01T16:41:12,M,40~49,order_completed,0,0,ended
session_c552de3777080df6ea7bd057,1,2023-01-01T16:21:35,2023-01-01T16:40:35,M,40~49,order_completed,0,0,ended
session_85701c10abe62a124451383f,1,2023-01-01T16:28:11,2023-01-01T16:40:11,M,20~29,order_completed,0,0,ended
session_1bdd06a4023917e4f4b068e5,1,2023-01-01T16:31:24,2023-01-01T17:01:24,M,30~39,order_completed,0,0,ended
session_8b9651bc7a4fadc93c18238e,1,2023-01-01T16:29:18,2023-01-01T16:56:18,M,40~49,order_completed,0,0,ended
session_ab6f07c7d32ee1f02e703e4c,1,2023-01-01T16:37:51,2023-01-01T16:52:51,M,40~49,order_completed,0,0,ended
session_14de5a4e57ee215724e2093a,1,2023-01-01T16:54:48,2023-01-01T17:14:48,M,30~39,order_completed,0,0,ended
session_fb0c9f180805c051d2f9458b,1,2023-01-01T16:50:03,2023-01-01T17:14:03,F,50+,order_completed,1,1,ended
session_197dbdea4c19a838cb33b5fc,1,2023-01-01T16:59:44,2023-01-01T17:15:44,M,40~49,order_completed,0,0,ended
session_fadaff46bceacfffd4fbc4a0,1,2023-01-01T17:04:34,2023-01-01T17:23:34,F,50+,order_completed,1,0,ended
session_7cfa512f262300233ea07984,1,2023-01-01T16:59:58,2023-01-01T17:16:58,F,50+,order_completed,0,0,ended
session_a2b270a904696053a62afa17,1,2023-01-01T17:08:17,2023-01-01T17:36:17,F,50+,order_completed,0,0,ended
session_ef16fb8e63bf796a1f232708,1,2023-01-01T17:10:17,2023-01-01T17:41:17,M,40~49,order_completed,0,0,ended
session_fa120573ccf0bbc4b001cc95,1,2023-01-01T17:13:22,2023-01-01T17:41:22,F,40~49,order_completed,0,0,ended
session_cc4413db3b4c73b0f1a71d89,1,2023-01-01T17:09:36,2023-01-01T17:23:36,F,20~29,order_completed,0,0,ended
session_13cbfbfc22072a5f720836f1,1,2023-01-01T17:11:08,2023-01-01T17:28:08,M,40~49,order_completed,0,0,ended
session_e42a55cc63731c2b07275c32,1,2023-01-01T17:12:11,2023-01-01T17:39:11,F,20~29,order_completed,0,0,ended
session_b5bedeebe7fa6a17dbde3a7f,1,2023-01-01T17:10:28,2023-01-01T17:32:28,M,30~39,order_completed,0,0,ended
session_c390e14de6c6dc5491b83ccc,1,2023-01-01T17:16:49,2023-01-01T17:27:49,M,40~49,order_completed,0,0,ended
session_4b588f7a31eca2a5c287bd8b,1,2023-01-01T17:12:36,2023-01-01T17:37:36,F,50+,order_completed,0,0,ended
session_1e159df0a186db9bd09cfcdd,1,2023-01-01T17:20:04,2023-01-01T17:41:04,M,20~29,order_completed,0,0,ended
session_1669e22ab635673c9f8bf1f8,1,2023-01-01T17:18:15,2023-01-01T17:50:15,F,30~39,order_completed,0,0,ended
session_36e10eff6e2670276d419ff8,1,2023-01-01T17:18:42,2023-01-01T17:42:42,M,50+,order_completed,1,0,ended
session_384b723e15b1c1a0ad2c392b,1,2023-01-01T17:38:28,2023-01-01T18:08:28,M,50+,order_completed,0,0,ended
session_dd918720fc263055c77915a8,1,2023-01-01T17:35:48,2023-01-01T17:51:48,M,20~29,order_completed,0,0,ended
session_f3a76f6b6c4610f8f1d806ab,1,2023-01-01T17:38:21,2023-01-01T18:10:21,F,20~29,order_completed,0,0,ended
session_90a8e97e3274258db0cccedf,1,2023-01-01T17:42:21,2023-01-01T18:03:21,F,50+,order_completed,0,0,ended
session_ef4cf01837e073bfbe6c0665,1,2023-01-01T17:44:30,2023-01-01T17:55:30,F,40~49,order_completed,0,0,ended
session_58bbe143a4689d93919a9d40,1,2023-01-01T17:51:46,2023-01-01T18:11:46,M,40~49,order_completed,0,0,ended
session_39efc21cbdaa0d9ec0dbb44c,1,2023-01-01T17:46:01,2023-01-01T18:13:01,F,20~29,order_completed,0,0,ended
session_a5483f8d03c5458b2ac20d9d,1,2023-01-01T17:54:13,2023-01-01T18:09:13,M,20~29,order_completed,0,0,ended
session_fbbcf40bc8defad5de72390d,1,2023-01-01T18:02:34,2023-01-01T18:09:34,F,40~49,order_completed,0,0,ended
session_1d48503bda1e628b8a3abd95,1,2023-01-01T17:55:52,2023-01-01T18:16:52,M,40~49,order_completed,0,0,ended
session_71afe20645515e189872a49d,1,2023-01-01T18:02:13,2023-01-01T18:18:13,F,20~29,order_completed,0,0,ended
session_e5a17891ac11ccdfbc6113cb,1,2023-01-01T18:06:53,2023-01-01T18:20:53,M,30~39,order_completed,0,0,ended
session_30932cceb4a9751969ff165a,1,2023-01-01T18:00:37,2023-01-01T18:16:37,M,50+,order_completed,1,1,ended
session_ce14aedc77734097b0177401,1,2023-01-01T18:02:32,2023-01-01T18:27:32,M,20~29,order_completed,0,0,ended
session_54a628a8ec178bd6710d85d0,1,2023-01-01T18:06:28,2023-01-01T18:34:28,M,20~29,order_completed,0,0,ended
session_b9ca31c600b04f2c854967ba,1,2023-01-01T18:10:09,2023-01-01T18:37:09,M,20~29,order_completed,0,0,ended
session_0f8bb9484648c161bf93b5d8,1,2023-01-01T18:11:48,2023-01-01T18:27:48,M,30~39,order_completed,0,0,ended
