order_id,menu_id,quantity,unit_price,from_recommendation
122,9,2,5000,False
123,4,2,5200,True
124,6,2,5200,False
125,9,2,5000,False
126,9,2,5000,False
127,6,2,5200,False
128,4,2,5200,False
129,9,2,5000,False
130,1,1,4000,False
130,1,1,4000,False
131,9,2,5000,False
132,9,1,5000,False
133,9,2,5000,False
134,9,2,5000,False
135,4,2,5200,False
136,4,1,5200,False
137,9,2,5000,False
138,9,1,5000,False
139,6,1,5200,True
140,9,1,5000,False
141,9,2,5000,False
142,4,2,5200,False
143,9,1,5000,False
144,9,2,5000,False
145,4,2,5200,False
146,9,1,5000,False
147,9,2,5000,True
148,9,1,5000,False
149,9,2,5000,False
150,9,2,5000,False
151,6,2,5200,False
152,1,2,4000,False
153,9,1,5000,False
154,6,2,5200,False
155,9,2,5000,True
156,4,2,5200,False
157,9,2,5000,False
158,9,1,5000,True
159,9,2,5000,True
160,4,1,5200,False
161,6,1,5200,False
162,9,2,5000,False
163,9,2,5000,True
164,9,2,5000,False
165,1,1,4000,False
165,1,1,4000,False
166,9,2,5000,False
167,9,2,5000,False
168,9,2,5000,False
169,6,2,5200,True
170,9,2,5000,False
171,9,1,5000,False
172,9,1,5000,False
173,9,2,5000,False
174,6,1,5200,False
175,9,1,5000,True
176,9,1,5000,True
177,9,1,5000,False
178,9,1,5000,False
179,9,1,5000,False
180,9,1,5000,False
181,9,2,5000,False
182,9,2,5000,False
183,9,1,5000,True
184,9,2,5000,False
185,9,2,5000,False
186,9,1,5000,False
187,9,1,5000,False
188,9,1,5000,True
189,9,2,5000,False
190,4,2,5200,False
191,9,2,5000,False
192,1,2,4000,True
192,1,2,4000,False
193,9,1,5000,False
194,6,1,5200,False
195,9,1,5000,False
196,1,1,4000,False
197,9,2,5000,True
198,9,1,5000,True
199,9,1,5000,False
200,9,2,5000,False
201,4,2,5200,False
202,9,1,5000,False
203,4,1,5200,False
204,9,1,5000,False
205,9,1,5000,False
206,9,2,5000,False
207,9,1,5000,False
208,9,2,5000,False
209,9,2,5000,False
210,9,2,5000,False
211,9,2,5000,False
212,9,2,5000,False
213,1,2,4000,False
214,9,1,5000,False
215,9,1,5000,False
216,9,1,5000,False
217,9,1,5000,False
218,4,2,5200,False
219,9,1,5000,False
220,9,2,5000,False
221,9,1,5000,False
222,9,2,5000,False
223,4,2,5200,False
224,1,2,4000,True
225,4,1,5200,False
226,9,2,5000,False
227,9,2,5000,False
228,6,1,5200,True
229,9,2,5000,False
230,6,2,5200,True
231,9,2,5000,False
232,6,1,5200,False
233,4,1,5200,True
234,6,1,5200,False
235,9,2,5000,False
236,1,1,4000,False
237,9,1,5000,False
238,9,1,5000,False
239,9,1,5000,False
240,9,1,5000,False
241,4,1,5200,False
242,1,1,4000,False
242,1,1,4000,False
243,9,2,5000,False
244,9,1,5000,False
245,6,1,5200,False
246,9,2,5000,False
247,9,2,5000,True
248,9,2,5000,False
249,9,1,5000,False
250,9,1,5000,False
251,9,1,5000,False
252,9,2,5000,False
253,4,2,5200,False
254,9,1,5000,False
255,9,1,5000,False
256,9,2,5000,True
257,9,2,5000,True
258,9,1,5000,False
259,9,1,5000,False
260,9,2,5000,False
261,9,1,5000,False
262,9,2,5000,False
263,9,1,5000,False
264,4,1,5200,False
265,9,1,5000,False
266,1,2,4000,False
267,9,2,5000,False
268,9,2,5000,False
269,6,1,5200,False
270,9,1,5000,False
271,9,2,5000,False
272,9,2,5000,True
273,9,2,5000,False
274,1,1,4000,False
274,1,1,4000,False
275,1,2,4000,False
275,1,2,4000,False
276,9,1,5000,False
277,9,2,5000,False
278,9,1,5000,False
279,9,1,5000,False
280,9,1,5000,False
281,9,1,5000,False
282,6,2,5200,False
283,1,2,4000,False
284,9,1,5000,False
285,9,1,5000,True
286,9,2,5000,False
287,9,1,5000,True
288,9,1,5000,False
289,9,1,5000,False
290,9,1,5000,False
291,9,1,5000,False
292,9,1,5000,False
293,9,1,5000,False
294,9,1,5000,False
295,9,1,5000,False
296,9,2,5000,False
297,9,2,5000,False
298,6,1,5200,False
299,9,2,5000,False
300,9,2,5000,True
301,6,1,5200,False
302,9,1,5000,False
303,9,2,5000,False
304,9,2,5000,False
305,9,2,5000,False
306,9,1,5000,False
307,9,2,5000,False
308,4,2,5200,False
309,9,2,5000,False
310,9,2,5000,False
311,9,2,5000,False
312,9,1,5000,False
313,9,1,5000,False
314,9,1,5000,False
315,9,1,5000,False
316,1,1,4000,False
317,9,2,5000,False
318,9,1,5000,False
319,9,1,5000,False
320,9,2,5000,False
321,9,2,5000,False
322,9,1,5000,False
323,9,1,5000,False
324,9,2,5000,False
325,9,1,5000,False
326,9,2,5000,False
327,9,1,5000,False
328,9,1,5000,False
329,9,2,5000,False
330,9,1,5000,False
331,9,1,5000,False
332,1,2,4000,False
332,1,2,4000,False
333,1,2,4000,False
333,1,2,4000,False
334,1,1,4000,False
334,1,1,4000,False
335,9,1,5000,False
336,9,2,5000,False
337,9,2,5000,False
338,9,2,5000,False
339,9,1,5000,False
340,9,2,5000,False
341,9,2,5000,False
342,6,2,5200,False
343,9,2,5000,False
344,9,2,5000,False
345,9,2,5000,False
346,9,1,5000,True
347,9,2,5000,False
348,9,1,5000,True
349,4,2,5200,False
350,9,2,5000,False
351,4,1,5200,True
352,9,2,5000,False
353,9,1,5000,False
354,4,2,5200,False
355,9,1,5000,False
356,9,1,5000,False
357,9,2,5000,False
358,9,2,5000,False
359,9,2,5000,False
360,4,1,5200,True
361,9,1,5000,False
362,9,1,5000,False
363,9,2,5000,False
364,9,1,5000,False
365,9,1,5000,False
366,4,1,5200,False
367,4,2,5200,False
368,9,2,5000,False
369,4,1,5200,False
370,9,2,5000,False
371,9,2,5000,False
372,1,1,4000,False
373,6,1,5200,False
374,9,1,5000,False
375,9,2,5000,False
376,9,1,5000,False
377,6,2,5200,False
378,9,1,5000,False
379,9,1,5000,False
380,9,1,5000,False
381,9,1,5000,True
382,1,2,4000,False
383,1,2,4000,False
383,1,2,4000,False
384,9,1,5000,False
385,6,2,5200,False
386,9,2,5000,True
387,9,2,5000,False
388,6,1,5200,False
389,9,1,5000,False
390,9,1,5000,False
391,1,2,4000,False
392,1,1,4000,False
392,1,1,4000,False
393,9,2,5000,False
394,1,2,4000,False
394,1,2,4000,False
395,9,1,5000,True
396,9,2,5000,False
397,9,2,5000,False
398,9,1,5000,True
399,9,2,5000,True
400,6,1,5200,False
401,9,2,5000,True
402,6,1,5200,False
403,1,2,4000,False
403,1,2,4000,False
404,6,1,5200,False
405,9,2,5000,False
406,9,2,5000,False
407,9,2,5000,False
408,9,1,5000,False
409,9,1,5000,False
410,4,2,5200,True
411,9,2,5000,False
412,9,2,5000,False
413,9,2,5000,False
414,6,1,5200,False
415,9,2,5000,True
416,4,1,5200,False
417,4,1,5200,False
418,6,1,5200,False
419,9,2,5000,False
420,9,1,5000,False
421,4,1,5200,True
422,9,2,5000,True
423,9,1,5000,False
424,9,1,5000,False
425,9,1,5000,True
426,9,1,5000,False
427,9,1,5000,False
428,9,2,5000,False
429,9,1,5000,False
430,9,1,5000,False
431,9,2,5000,False
432,9,1,5000,False
433,9,2,5000,False
434,9,2,5000,False
435,9,1,5000,False
436,9,2,5000,False
437,9,2,5000,True
438,6,1,5200,False
439,9,1,5000,False
440,9,1,5000,False
441,9,2,5000,False
442,9,1,5000,False
443,9,2,5000,False
444,9,2,5000,False
445,9,1,5000,True
446,9,1,5000,False
447,9,2,5000,False
448,9,1,5000,False
449,9,1,5000,False
450,9,2,5000,False
451,9,2,5000,False
452,9,1,5000,False
453,4,2,5200,True
454,9,1,5000,False
455,9,2,5000,False
456,9,2,5000,False
457,1,2,4000,False
458,9,1,5000,False
459,9,2,5000,True
460,9,1,5000,False
461,9,2,5000,False
462,4,2,5200,False
463,9,1,5000,False
464,9,2,5000,False
465,9,2,5000,True
466,9,2,5000,False
467,9,1,5000,False
468,9,2,5000,False
469,9,1,5000,False
470,9,2,5000,False
471,9,2,5000,False
472,4,2,5200,False
473,9,1,5000,True
474,1,1,4000,False
475,9,1,5000,False
476,9,2,5000,False
477,9,1,5000,True
478,6,1,5200,False
479,4,2,5200,False
480,1,2,4000,False
481,9,1,5000,True
482,9,2,5000,False
483,9,2,5000,False
484,9,1,5000,False
485,9,2,5000,True
486,9,1,5000,False
487,6,1,5200,False
488,6,2,5200,False
489,9,2,5000,False
490,9,2,5000,False
491,9,1,5000,False
492,9,2,5000,False
493,1,1,4000,False
494,9,2,5000,False
495,6,1,5200,False
496,1,1,4000,False
497,6,1,5200,False
498,9,2,5000,False
499,9,2,5000,False
500,9,1,5000,False
501,9,1,5000,False
502,9,2,5000,False
503,6,2,5200,True
504,9,2,5000,False
505,6,1,5200,True
506,1,1,4000,False
506,1,1,4000,True
507,9,2,5000,True
508,9,1,5000,False
509,9,1,5000,False
510,9,2,5000,True
511,9,1,5000,False
512,1,2,4000,False
512,1,2,4000,False
513,9,2,5000,False
514,1,1,4000,False
515,9,1,5000,False
516,9,2,5000,False
517,9,1,5000,False
518,9,1,5000,False
519,1,2,4000,False
520,6,1,5200,False
521,1,1,4000,False
521,1,1,4000,True
522,9,1,5000,False
523,6,1,5200,False
524,1,1,4000,False
525,9,1,5000,False
526,4,1,5200,False
527,9,2,5000,False
528,9,1,5000,False
529,9,2,5000,False
530,9,1,5000,True
531,1,1,4000,False
532,9,1,5000,False
533,4,2,5200,False
534,9,2,5000,False
535,9,2,5000,False
536,9,2,5000,False
537,9,2,5000,True
538,9,2,5000,False
539,9,2,5000,False
540,9,2,5000,False
541,9,2,5000,False
542,9,2,5000,False
543,9,2,5000,True
544,4,2,5200,False
545,9,2,5000,False
546,9,2,5000,False
547,1,2,4000,False
548,4,2,5200,False
549,9,2,5000,False
550,9,1,5000,False
551,9,2,5000,False
552,6,1,5200,True
553,9,2,5000,False
554,9,2,5000,False
555,9,1,5000,False
556,9,2,5000,False
557,9,2,5000,False
558,6,2,5200,False
559,9,2,5000,False
560,9,1,5000,False
561,9,2,5000,False
562,9,1,5000,False
563,9,1,5000,False
564,9,1,5000,True
565,9,1,5000,False
566,9,1,5000,False
567,1,2,4000,False
568,4,1,5200,False
569,1,2,4000,True
570,4,2,5200,False
571,9,1,5000,False
572,4,1,5200,False
573,9,2,5000,False
574,9,1,5000,False
575,9,2,5000,False
576,9,1,5000,False
577,9,1,5000,False
578,9,1,5000,False
579,9,2,5000,False
580,9,1,5000,False
581,4,2,5200,True
582,9,2,5000,False
583,4,1,5200,False
584,9,2,5000,False
585,9,2,5000,False
586,9,2,5000,False
587,9,1,5000,False
588,9,2,5000,False
589,9,2,5000,True
590,1,2,4000,False
591,9,2,5000,False
592,9,1,5000,False
593,4,1,5200,False
594,1,1,4000,False
595,9,1,5000,False
596,9,2,5000,False
597,9,2,5000,True
598,9,1,5000,False
599,9,2,5000,False
600,4,2,5200,False
601,1,1,4000,False
602,4,1,5200,False
603,4,1,5200,True
604,9,2,5000,False
605,6,1,5200,False
606,9,2,5000,False
607,4,2,5200,False
608,9,2,5000,False
609,9,2,5000,False
610,9,2,5000,False
611,9,2,5000,False
612,9,1,5000,False
613,9,2,5000,False
614,1,1,4000,False
615,1,2,4000,False
616,9,1,5000,False
617,9,2,5000,False
618,6,1,5200,False
619,6,1,5200,False
620,9,2,5000,False
621,9,1,5000,True
622,1,1,4000,False
623,9,2,5000,False
624,9,2,5000,False
625,9,1,5000,False
626,1,2,4000,False
626,1,2,4000,True
627,9,2,5000,False
628,9,1,5000,True
629,9,2,5000,True
630,6,1,5200,False
631,9,1,5000,False
632,1,2,4000,False
632,1,2,4000,True
633,9,1,5000,False
634,9,2,5000,False
635,9,2,5000,False
636,1,2,4000,False
637,9,2,5000,False
638,9,2,5000,False
639,9,1,5000,False
640,6,2,5200,False
641,9,2,5000,False
642,4,2,5200,False
643,9,2,5000,False
644,9,2,5000,False
645,9,2,5000,False
646,9,2,5000,False
647,9,2,5000,False
648,4,2,5200,False
649,9,1,5000,False
650,9,1,5000,False
651,9,2,5000,False
652,1,1,4000,False
652,1,1,4000,False
653,9,1,5000,False
654,9,1,5000,False
655,9,1,5000,False
656,1,2,4000,False
656,1,2,4000,False
657,6,2,5200,False
658,9,2,5000,False
659,9,1,5000,False
660,9,1,5000,False
661,9,2,5000,False
662,4,2,5200,False
663,1,1,4000,False
664,4,1,5200,False
665,9,2,5000,False
666,9,2,5000,False
667,9,2,5000,False
668,9,1,5000,False
669,9,1,5000,True
670,9,1,5000,False
671,9,2,5000,False
672,9,2,5000,False
673,9,1,5000,False
674,9,2,5000,False
675,9,1,5000,False
676,9,2,5000,False
677,9,1,5000,False
678,9,2,5000,False
679,9,1,5000,True
680,9,2,5000,False
681,9,1,5000,False
682,9,1,5000,False
683,6,1,5200,False
684,9,1,5000,False
685,4,2,5200,False
686,9,1,5000,False
687,1,2,4000,False
687,1,2,4000,False
688,9,2,5000,False
689,9,2,5000,False
690,9,1,5000,False
691,9,2,5000,False
692,1,2,4000,False
693,4,2,5200,False
694,9,1,5000,False
695,6,1,5200,False
696,9,1,5000,False
697,4,1,5200,False
698,9,1,5000,False
699,4,1,5200,False
700,6,2,5200,False
701,4,1,5200,False
702,1,2,4000,False
703,9,1,5000,False
704,9,1,5000,False
705,4,2,5200,False
706,9,2,5000,False
707,9,2,5000,False
708,9,2,5000,False
709,9,2,5000,False
710,9,1,5000,False
711,1,1,4000,False
712,1,1,4000,False
712,1,1,4000,False
713,9,2,5000,False
714,4,1,5200,False
715,9,2,5000,False
716,9,1,5000,True
717,6,1,5200,False
718,4,1,5200,False
719,9,2,5000,False
720,9,1,5000,False
721,9,1,5000,False
722,9,1,5000,False
723,9,1,5000,False
724,9,2,5000,False
725,9,1,5000,False
726,9,1,5000,False
727,9,2,5000,False
728,9,2,5000,False
729,9,2,5000,False
730,4,2,5200,False
731,9,1,5000,True
732,9,1,5000,False
733,9,1,5000,False
734,9,1,5000,False
735,9,1,5000,False
736,9,2,5000,False
737,9,2,5000,False
738,9,2,5000,True
739,9,1,5000,False
740,9,1,5000,False
741,9,1,5000,False
742,9,2,5000,False
743,6,1,5200,False
744,9,2,5000,False
745,9,2,5000,False
746,9,2,5000,False
747,4,1,5200,True
748,9,1,5000,False
749,9,2,5000,False
750,9,1,5000,False
751,9,1,5000,False
752,9,2,5000,False
753,9,2,5000,False
754,9,1,5000,False
755,9,2,5000,False
756,9,1,5000,False
757,4,2,5200,False
758,9,1,5000,False
759,9,2,5000,False
760,9,2,5000,False
761,1,2,4000,False
761,1,2,4000,False
762,9,2,5000,True
763,4,2,5200,False
764,9,2,5000,False
765,9,2,5000,False
766,9,2,5000,False
767,9,1,5000,True
768,9,1,5000,True
769,9,1,5000,False
770,4,2,5200,False
771,9,2,5000,False
772,9,2,5000,False
773,9,1,5000,False
774,9,2,5000,True
775,9,2,5000,False
776,9,2,5000,True
777,9,1,5000,False
778,9,2,5000,False
779,9,1,5000,True
780,9,1,5000,False
781,9,2,5000,False
782,6,2,5200,False
783,9,2,5000,True
784,4,1,5200,False
785,9,2,5000,False
786,4,2,5200,False
787,6,2,5200,False
788,9,1,5000,False
789,1,1,4000,False
789,1,1,4000,False
790,9,2,5000,False
791,9,1,5000,False
792,1,2,4000,False
792,1,2,4000,False
793,9,2,5000,False
794,9,2,5000,False
795,1,1,4000,False
796,9,2,5000,False
797,9,1,5000,False
798,9,1,5000,False
799,6,1,5200,False
800,9,1,5000,True
801,9,1,5000,False
802,9,2,5000,False
803,6,2,5200,False
804,4,2,5200,False
805,9,2,5000,False
806,9,2,5000,True
807,1,2,4000,False
808,9,1,5000,False
809,9,2,5000,False
810,9,2,5000,False
811,9,2,5000,False
812,9,1,5000,False
813,9,2,5000,False
814,9,1,5000,False
815,9,2,5000,False
816,9,1,5000,False
817,9,2,5000,False
818,9,1,5000,False
819,4,1,5200,False
820,4,1,5200,False
821,9,2,5000,False
822,4,1,5200,True
823,4,1,5200,False
824,9,2,5000,False
825,9,1,5000,False
826,9,2,5000,False
827,9,2,5000,False
828,9,1,5000,False
829,9,2,5000,False
830,4,1,5200,True
831,9,2,5000,False
832,9,2,5000,False
833,9,2,5000,False
834,9,1,5000,False
835,9,1,5000,False
836,6,2,5200,False
837,9,1,5000,False
838,6,2,5200,False
839,6,1,5200,False
840,9,2,5000,False
841,4,1,5200,False
842,1,2,4000,True
843,9,2,5000,False
844,9,1,5000,False
845,9,2,5000,False
846,4,2,5200,False
847,9,2,5000,True
848,9,2,5000,False
849,9,1,5000,False
850,9,1,5000,False
851,9,2,5000,True
852,9,1,5000,False
853,9,1,5000,False
854,1,2,4000,False
854,1,2,4000,False
855,9,2,5000,False
856,9,1,5000,False
857,1,2,4000,False
858,9,1,5000,False
859,9,1,5000,False
860,9,1,5000,False
861,6,2,5200,False
862,9,2,5000,False
863,9,1,5000,False
864,9,1,5000,False
865,9,2,5000,True
866,1,2,4000,False
867,9,2,5000,False
868,9,2,5000,False
869,6,2,5200,False
870,1,2,4000,False
870,1,2,4000,False
871,9,1,5000,False
872,4,1,5200,False
873,9,2,5000,False
874,9,1,5000,False
875,9,1,5000,False
876,9,1,5000,True
877,9,2,5000,False
878,9,1,5000,True
879,9,2,5000,False
880,9,1,5000,False
881,9,2,5000,False
882,9,2,5000,True
883,9,1,5000,False
884,9,1,5000,False
885,9,2,5000,False
886,9,1,5000,False
887,9,1,5000,True
888,9,2,5000,False
889,9,1,5000,False
890,9,2,5000,False
891,9,2,5000,True
892,9,2,5000,False
893,9,2,5000,False
894,9,2,5000,False
895,9,1,5000,False
896,9,1,5000,False
897,9,2,5000,False
898,9,2,5000,False
899,9,1,5000,False
900,9,1,5000,False
901,9,1,5000,False
902,9,2,5000,False
903,9,2,5000,False
904,9,2,5000,False
905,9,1,5000,False
906,9,1,5000,True
907,9,1,5000,False
908,9,1,5000,False
909,9,2,5000,False
910,4,2,5200,False
911,9,2,5000,False
912,9,2,5000,False
913,9,1,5000,False
914,4,2,5200,False
915,6,1,5200,False
916,9,1,5000,False
917,9,2,5000,False
918,9,1,5000,True
919,9,1,5000,False
920,1,2,4000,False
921,9,1,5000,False
922,6,1,5200,False
923,9,2,5000,False
924,1,1,4000,False
925,9,1,5000,True
926,9,2,5000,False
927,9,2,5000,False
928,9,1,5000,False
929,6,2,5200,False
930,9,1,5000,False
931,9,1,5000,False
932,9,1,5000,False
933,9,2,5000,False
934,6,2,5200,False
935,9,2,5000,False
936,9,1,5000,False
937,9,2,5000,False
938,6,1,5200,False
939,9,1,5000,False
940,9,2,5000,True
941,1,1,4000,False
941,1,1,4000,False
942,9,1,5000,False
943,9,1,5000,False
944,4,1,5200,False
945,9,1,5000,False
946,9,1,5000,False
947,4,1,5200,False
948,4,1,5200,False
949,9,2,5000,False
950,9,2,5000,False
951,9,1,5000,False
952,1,1,4000,False
953,9,1,5000,False
954,9,2,5000,True
955,1,2,4000,False
955,1,2,4000,False
956,9,1,5000,False
957,6,1,5200,False
958,9,2,5000,False
959,9,2,5000,False
960,9,1,5000,True
961,9,2,5000,False
962,4,1,5200,False
963,9,1,5000,False
964,4,1,5200,False
965,6,1,5200,False
966,9,1,5000,False
967,9,1,5000,False
968,9,1,5000,False
969,4,1,5200,False
970,9,2,5000,False
971,9,1,5000,False
972,9,2,5000,True
973,9,2,5000,True
974,9,1,5000,False
975,9,1,5000,False
976,9,2,5000,False
977,9,2,5000,False
978,9,2,5000,True
979,4,2,5200,False
980,4,1,5200,False
981,1,1,4000,False
981,1,1,4000,False
982,6,1,5200,False
983,9,2,5000,False
984,9,2,5000,False
985,9,2,5000,False
986,9,1,5000,False
987,6,2,5200,False
988,9,1,5000,False
989,9,2,5000,False
990,9,1,5000,False
991,4,1,5200,False
992,9,1,5000,False
993,6,2,5200,False
994,9,2,5000,False
995,4,1,5200,False
996,9,2,5000,False
997,6,2,5200,True
998,9,1,5000,False
999,4,1,5200,True
1000,9,2,5000,False
1001,9,1,5000,False
1002,6,1,5200,False
1003,4,1,5200,False
1004,4,2,5200,False
1005,9,1,5000,False
1006,9,1,5000,False
1007,9,1,5000,True
1008,9,2,5000,False
1009,9,1,5000,False
1010,9,2,5000,False
1011,6,2,5200,False
1012,9,1,5000,False
1013,9,1,5000,False
1014,9,1,5000,False
1015,9,2,5000,False
1016,9,1,5000,False
1017,1,2,4000,False
1017,1,2,4000,False
1018,9,1,5000,False
1019,9,1,5000,False
1020,9,2,5000,False
1021,1,1,4000,False
1021,1,1,4000,False
1022,9,1,5000,False
1023,1,2,4000,False
1024,9,2,5000,False
1025,9,2,5000,False
1026,9,1,5000,False
1027,9,2,5000,False
1028,9,2,5000,False
1029,9,1,5000,False
1030,9,1,5000,False
1031,9,2,5000,False
1032,9,2,5000,False
1033,6,1,5200,False
1034,9,2,5000,False
1035,1,2,4000,False
1036,9,1,5000,False
1037,9,2,5000,False
1038,1,1,4000,True
1039,9,2,5000,False
1040,9,2,5000,False
1041,9,2,5000,False
1042,1,2,4000,False
1042,1,2,4000,False
1043,9,1,5000,False
1044,9,2,5000,False
1045,9,2,5000,False
1046,9,1,5000,True
1047,9,1,5000,False
1048,1,1,4000,False
1048,1,1,4000,True
1049,9,1,5000,False
1050,9,2,5000,True
1051,9,2,5000,False
1052,9,2,5000,False
1053,6,1,5200,True
1054,1,1,4000,False
1055,9,1,5000,False
1056,9,1,5000,False
1057,9,1,5000,False
1058,9,2,5000,False
1059,9,1,5000,False
1060,9,2,5000,False
1061,9,1,5000,False
1062,4,1,5200,False
1063,9,2,5000,False
1064,9,1,5000,False
1065,1,2,4000,False
1066,9,2,5000,False
1067,4,1,5200,False
1068,9,2,5000,False
1069,6,1,5200,True
1070,6,1,5200,False
1071,9,1,5000,True
1072,9,1,5000,False
1073,9,2,5000,False
1074,6,1,5200,False
1075,9,2,5000,False
1076,4,2,5200,False
1077,9,1,5000,False
1078,4,1,5200,False
1079,9,1,5000,False
1080,9,1,5000,False
1081,9,1,5000,False
1082,9,1,5000,False
1083,9,1,5000,False
1084,9,1,5000,False
1085,9,1,5000,False
1086,9,1,5000,False
1087,1,2,4000,False
1087,1,2,4000,False
1088,1,1,4000,False
1088,1,1,4000,False
1089,9,1,5000,False
1090,9,2,5000,False
1091,6,1,5200,False
1092,6,2,5200,False
1093,9,1,5000,False
1094,6,2,5200,True
1095,4,1,5200,False
1096,9,2,5000,False
1097,9,2,5000,False
1098,6,2,5200,False
1099,9,1,5000,False
1100,9,2,5000,False
1101,1,1,4000,False
1102,9,2,5000,False
1103,9,1,5000,False
1104,9,2,5000,False
1105,4,2,5200,False
1106,9,2,5000,True
1107,4,1,5200,False
1108,4,2,5200,False
1109,4,1,5200,False
1110,9,2,5000,False
1111,9,1,5000,False
1112,6,2,5200,False
1113,9,1,5000,False
1114,9,2,5000,False
1115,9,1,5000,False
1116,9,2,5000,False
1117,9,1,5000,False
1118,9,1,5000,False
1119,9,1,5000,False
1120,9,2,5000,False
1121,1,2,4000,True
1122,9,2,5000,False
1123,9,1,5000,True
1124,9,1,5000,False
1125,9,1,5000,False
1126,9,1,5000,False
1127,4,2,5200,False
1128,9,1,5000,False
1129,6,1,5200,False
1130,4,1,5200,False
1131,9,1,5000,False
1132,9,1,5000,False
1133,9,2,5000,False
1134,9,1,5000,False
1135,9,1,5000,False
1136,9,1,5000,False
1137,6,2,5200,False
1138,9,2,5000,False
1139,9,2,5000,False
1140,9,2,5000,False
1141,9,2,5000,True
1142,1,2,4000,True
1143,4,2,5200,False
1144,9,2,5000,False
1145,9,2,5000,False
1146,9,2,5000,False
1147,6,1,5200,False
1148,9,1,5000,False
1149,6,2,5200,False
1150,9,2,5000,True
1151,9,1,5000,False
1152,6,2,5200,False
1153,4,1,5200,False
1154,4,2,5200,False
1155,1,1,4000,False
1156,6,2,5200,False
1157,9,2,5000,False
1158,6,1,5200,False
1159,4,2,5200,True
1160,4,2,5200,False
1161,9,2,5000,False
1162,4,1,5200,False
1163,4,1,5200,False
1164,9,2,5000,True
1165,9,2,5000,False
1166,1,1,4000,False
1166,1,1,4000,False
1167,9,1,5000,True
1168,9,2,5000,False
1169,9,2,5000,False
1170,9,1,5000,False
1171,9,2,5000,False
1172,6,2,5200,True
1173,1,1,4000,False
1173,1,1,4000,False
1174,4,2,5200,False
1175,1,2,4000,False
1176,9,2,5000,False
1177,9,2,5000,False
1178,9,1,5000,False
1179,9,1,5000,True
1180,9,2,5000,False
1181,9,1,5000,False
1182,9,2,5000,False
1183,9,2,5000,False
1184,9,1,5000,False
1185,4,1,5200,False
1186,9,2,5000,False
1187,4,1,5200,False
1188,4,2,5200,False
1189,1,2,4000,False
1190,9,2,5000,False
1191,9,2,5000,False
1192,9,1,5000,False
1193,4,2,5200,False
1194,9,2,5000,False
1195,1,2,4000,False
1196,9,1,5000,False
1197,6,2,5200,True
1198,1,1,4000,False
1198,1,1,4000,False
1199,9,1,5000,False
1200,9,1,5000,True
1201,4,2,5200,False
1202,4,2,5200,False
1203,9,1,5000,False
1204,1,2,4000,False
1204,1,2,4000,False
1205,9,2,5000,False
1206,4,2,5200,False
