date,year,month,week,day_of_week,day_name,is_weekend,is_holiday,holiday_name,is_exam_period,exam_label,is_promo,promo_id,promo_name,promo_discount_pct,is_special_day
2025-03-20,2025,3,12,3,목,0,0,,0,,0,,,0,0
2025-03-21,2025,3,12,4,금,0,0,,0,,0,,,0,0
2025-03-22,2025,3,12,5,토,1,0,,0,,0,,,0,0
2025-03-23,2025,3,12,6,일,1,0,,0,,0,,,0,0
2025-03-24,2025,3,13,0,월,0,0,,0,,0,,,0,0
2025-03-25,2025,3,13,1,화,0,0,,0,,0,,,0,0
2025-03-26,2025,3,13,2,수,0,0,,0,,0,,,0,0
2025-03-27,2025,3,13,3,목,0,0,,0,,0,,,0,0
2025-03-28,2025,3,13,4,금,0,0,,0,,0,,,0,0
2025-03-29,2025,3,13,5,토,1,0,,0,,0,,,0,0
2025-03-30,2025,3,13,6,일,1,0,,0,,0,,,0,0
2025-03-31,2025,3,14,0,월,0,0,,0,,0,,,0,0
2025-04-01,2025,4,14,1,화,0,0,,0,,0,,,0,0
2025-04-02,2025,4,14,2,수,0,0,,0,,0,,,0,0
2025-04-03,2025,4,14,3,목,0,0,,0,,0,,,0,0
2025-04-04,2025,4,14,4,금,0,0,,0,,0,,,0,0
2025-04-05,2025,4,14,5,토,1,0,,0,,0,,,0,0
2025-04-06,2025,4,14,6,일,1,0,,0,,0,,,0,0
2025-04-07,2025,4,15,0,월,0,0,,0,,0,,,0,0
2025-04-08,2025,4,15,1,화,0,0,,0,,0,,,0,0
2025-04-09,2025,4,15,2,수,0,0,,0,,0,,,0,0
2025-04-10,2025,4,15,3,목,0,0,,0,,0,,,0,0
2025-04-11,2025,4,15,4,금,0,0,,0,,0,,,0,0
2025-04-12,2025,4,15,5,토,1,0,,0,,0,,,0,0
2025-04-13,2025,4,15,6,일,1,0,,0,,0,,,0,0
2025-04-14,2025,4,16,0,월,0,0,,0,,0,,,0,0
2025-04-15,2025,4,16,1,화,0,0,,0,,0,,,0,0
2025-04-16,2025,4,16,2,수,0,0,,0,,0,,,0,0
2025-04-17,2025,4,16,3,목,0,0,,0,,0,,,0,0
2025-04-18,2025,4,16,4,금,0,0,,0,,0,,,0,0
2025-04-19,2025,4,16,5,토,1,0,,0,,0,,,0,0
2025-04-20,2025,4,16,6,일,1,0,,0,,0,,,0,0
2025-04-21,2025,4,17,0,월,0,0,,0,,0,,,0,0
2025-04-22,2025,4,17,1,화,0,0,,0,,0,,,0,0
2025-04-23,2025,4,17,2,수,0,0,,0,,0,,,0,0
2025-04-24,2025,4,17,3,목,0,0,,0,,0,,,0,0
2025-04-25,2025,4,17,4,금,0,0,,0,,0,,,0,0
2025-04-26,2025,4,17,5,토,1,0,,0,,0,,,0,0
2025-04-27,2025,4,17,6,일,1,0,,0,,0,,,0,0
2025-04-28,2025,4,18,0,월,0,0,,0,,0,,,0,0
2025-04-29,2025,4,18,1,화,0,0,,0,,0,,,0,0
2025-04-30,2025,4,18,2,수,0,0,,0,,0,,,0,0
2025-05-01,2025,5,18,3,목,0,0,,0,,1,PROMO_CHILDREN,어린이날행사,10,1
2025-05-02,2025,5,18,4,금,0,0,,0,,1,PROMO_CHILDREN,어린이날행사,10,1
2025-05-03,2025,5,18,5,토,1,0,,0,,1,PROMO_CHILDREN,어린이날행사,10,1
2025-05-04,2025,5,18,6,일,1,0,,0,,1,PROMO_CHILDREN,어린이날행사,10,1
2025-05-05,2025,5,19,0,월,0,1,어린이날,0,,1,PROMO_CHILDREN,어린이날행사,10,1
2025-05-06,2025,5,19,1,화,0,1,어린이날대체,0,,1,PROMO_CHILDREN,어린이날행사,10,1
2025-05-07,2025,5,19,2,수,0,0,,0,,1,PROMO_CHILDREN,어린이날행사,10,1
2025-05-08,2025,5,19,3,목,0,0,,0,,0,,,0,0
2025-05-09,2025,5,19,4,금,0,0,,0,,0,,,0,0
2025-05-10,2025,5,19,5,토,1,0,,0,,0,,,0,0
2025-05-11,2025,5,19,6,일,1,0,,0,,0,,,0,0
2025-05-12,2025,5,20,0,월,0,0,,0,,0,,,0,0
2025-05-13,2025,5,20,1,화,0,0,,0,,0,,,0,0
2025-05-14,2025,5,20,2,수,0,0,,0,,0,,,0,0
2025-05-15,2025,5,20,3,목,0,0,,0,,0,,,0,0
2025-05-16,2025,5,20,4,금,0,0,,0,,0,,,0,0
2025-05-17,2025,5,20,5,토,1,0,,0,,0,,,0,0
2025-05-18,2025,5,20,6,일,1,0,,0,,0,,,0,0
2025-05-19,2025,5,21,0,월,0,0,,0,,0,,,0,0
2025-05-20,2025,5,21,1,화,0,0,,0,,0,,,0,0
2025-05-21,2025,5,21,2,수,0,0,,0,,0,,,0,0
2025-05-22,2025,5,21,3,목,0,0,,0,,0,,,0,0
2025-05-23,2025,5,21,4,금,0,0,,0,,0,,,0,0
2025-05-24,2025,5,21,5,토,1,0,,0,,0,,,0,0
2025-05-25,2025,5,21,6,일,1,0,,0,,0,,,0,0
2025-05-26,2025,5,22,0,월,0,0,,0,,0,,,0,0
2025-05-27,2025,5,22,1,화,0,0,,0,,0,,,0,0
2025-05-28,2025,5,22,2,수,0,0,,0,,0,,,0,0
2025-05-29,2025,5,22,3,목,0,0,,0,,0,,,0,0
2025-05-30,2025,5,22,4,금,0,0,,0,,0,,,0,0
2025-05-31,2025,5,22,5,토,1,0,,0,,0,,,0,0
2025-06-01,2025,6,22,6,일,1,0,,0,,0,,,0,0
2025-06-02,2025,6,23,0,월,0,0,,0,,0,,,0,0
2025-06-03,2025,6,23,1,화,0,0,,0,,0,,,0,0
2025-06-04,2025,6,23,2,수,0,0,,0,,0,,,0,0
2025-06-05,2025,6,23,3,목,0,0,,0,,0,,,0,0
2025-06-06,2025,6,23,4,금,0,1,현충일,0,,0,,,0,1
2025-06-07,2025,6,23,5,토,1,0,,0,,0,,,0,0
2025-06-08,2025,6,23,6,일,1,0,,0,,0,,,0,0
2025-06-09,2025,6,24,0,월,0,0,,1,1학기중간고사,0,,,0,1
2025-06-10,2025,6,24,1,화,0,0,,1,1학기중간고사,0,,,0,1
2025-06-11,2025,6,24,2,수,0,0,,1,1학기중간고사,0,,,0,1
2025-06-12,2025,6,24,3,목,0,0,,1,1학기중간고사,0,,,0,1
2025-06-13,2025,6,24,4,금,0,0,,1,1학기중간고사,0,,,0,1
2025-06-14,2025,6,24,5,토,1,0,,1,1학기중간고사,0,,,0,1
2025-06-15,2025,6,24,6,일,1,0,,1,1학기중간고사,0,,,0,1
2025-06-16,2025,6,25,0,월,0,0,,1,1학기중간고사,0,,,0,1
2025-06-17,2025,6,25,1,화,0,0,,1,1학기중간고사,0,,,0,1
2025-06-18,2025,6,25,2,수,0,0,,1,1학기중간고사,0,,,0,1
2025-06-19,2025,6,25,3,목,0,0,,1,1학기중간고사,0,,,0,1
2025-06-20,2025,6,25,4,금,0,0,,1,1학기중간고사,0,,,0,1
2025-06-21,2025,6,25,5,토,1,0,,0,,1,PROMO_SUMMER,여름음료출시,20,1
2025-06-22,2025,6,25,6,일,1,0,,0,,1,PROMO_SUMMER,여름음료출시,20,1
2025-06-23,2025,6,26,0,월,0,0,,0,,1,PROMO_SUMMER,여름음료출시,20,1
2025-06-24,2025,6,26,1,화,0,0,,0,,1,PROMO_SUMMER,여름음료출시,20,1
2025-06-25,2025,6,26,2,수,0,0,,0,,1,PROMO_SUMMER,여름음료출시,20,1
2025-06-26,2025,6,26,3,목,0,0,,0,,1,PROMO_SUMMER,여름음료출시,20,1
2025-06-27,2025,6,26,4,금,0,0,,0,,1,PROMO_SUMMER,여름음료출시,20,1
2025-06-28,2025,6,26,5,토,1,0,,0,,1,PROMO_SUMMER,여름음료출시,20,1
2025-06-29,2025,6,26,6,일,1,0,,0,,1,PROMO_SUMMER,여름음료출시,20,1
2025-06-30,2025,6,27,0,월,0,0,,0,,1,PROMO_SUMMER,여름음료출시,20,1
2025-07-01,2025,7,27,1,화,0,0,,0,,0,,,0,0
2025-07-02,2025,7,27,2,수,0,0,,0,,0,,,0,0
2025-07-03,2025,7,27,3,목,0,0,,0,,0,,,0,0
2025-07-04,2025,7,27,4,금,0,0,,0,,0,,,0,0
2025-07-05,2025,7,27,5,토,1,0,,0,,0,,,0,0
2025-07-06,2025,7,27,6,일,1,0,,0,,0,,,0,0
2025-07-07,2025,7,28,0,월,0,0,,0,,0,,,0,0
2025-07-08,2025,7,28,1,화,0,0,,0,,0,,,0,0
2025-07-09,2025,7,28,2,수,0,0,,0,,0,,,0,0
2025-07-10,2025,7,28,3,목,0,0,,0,,0,,,0,0
2025-07-11,2025,7,28,4,금,0,0,,0,,0,,,0,0
2025-07-12,2025,7,28,5,토,1,0,,0,,0,,,0,0
2025-07-13,2025,7,28,6,일,1,0,,0,,0,,,0,0
2025-07-14,2025,7,29,0,월,0,0,,0,,0,,,0,0
2025-07-15,2025,7,29,1,화,0,0,,0,,0,,,0,0
2025-07-16,2025,7,29,2,수,0,0,,0,,0,,,0,0
2025-07-17,2025,7,29,3,목,0,0,,0,,0,,,0,0
2025-07-18,2025,7,29,4,금,0,0,,0,,0,,,0,0
2025-07-19,2025,7,29,5,토,1,0,,0,,0,,,0,0
2025-07-20,2025,7,29,6,일,1,0,,0,,0,,,0,0
2025-07-21,2025,7,30,0,월,0,0,,0,,0,,,0,0
2025-07-22,2025,7,30,1,화,0,0,,0,,0,,,0,0
2025-07-23,2025,7,30,2,수,0,0,,0,,0,,,0,0
2025-07-24,2025,7,30,3,목,0,0,,0,,0,,,0,0
2025-07-25,2025,7,30,4,금,0,0,,0,,0,,,0,0
2025-07-26,2025,7,30,5,토,1,0,,0,,0,,,0,0
2025-07-27,2025,7,30,6,일,1,0,,0,,0,,,0,0
2025-07-28,2025,7,31,0,월,0,0,,0,,0,,,0,0
2025-07-29,2025,7,31,1,화,0,0,,0,,0,,,0,0
2025-07-30,2025,7,31,2,수,0,0,,0,,0,,,0,0
2025-07-31,2025,7,31,3,목,0,0,,0,,0,,,0,0
2025-08-01,2025,8,31,4,금,0,0,,0,,0,,,0,0
2025-08-02,2025,8,31,5,토,1,0,,0,,0,,,0,0
2025-08-03,2025,8,31,6,일,1,0,,0,,0,,,0,0
2025-08-04,2025,8,32,0,월,0,0,,0,,0,,,0,0
2025-08-05,2025,8,32,1,화,0,0,,0,,0,,,0,0
2025-08-06,2025,8,32,2,수,0,0,,0,,0,,,0,0
2025-08-07,2025,8,32,3,목,0,0,,0,,0,,,0,0
2025-08-08,2025,8,32,4,금,0,0,,0,,0,,,0,0
2025-08-09,2025,8,32,5,토,1,0,,0,,0,,,0,0
2025-08-10,2025,8,32,6,일,1,0,,0,,0,,,0,0
2025-08-11,2025,8,33,0,월,0,0,,0,,0,,,0,0
2025-08-12,2025,8,33,1,화,0,0,,0,,0,,,0,0
2025-08-13,2025,8,33,2,수,0,0,,0,,0,,,0,0
2025-08-14,2025,8,33,3,목,0,0,,0,,0,,,0,0
2025-08-15,2025,8,33,4,금,0,1,광복절,0,,0,,,0,1
2025-08-16,2025,8,33,5,토,1,0,,0,,0,,,0,0
2025-08-17,2025,8,33,6,일,1,0,,0,,0,,,0,0
2025-08-18,2025,8,34,0,월,0,0,,0,,0,,,0,0
2025-08-19,2025,8,34,1,화,0,0,,0,,0,,,0,0
2025-08-20,2025,8,34,2,수,0,0,,0,,0,,,0,0
2025-08-21,2025,8,34,3,목,0,0,,0,,0,,,0,0
2025-08-22,2025,8,34,4,금,0,0,,0,,0,,,0,0
2025-08-23,2025,8,34,5,토,1,0,,0,,0,,,0,0
2025-08-24,2025,8,34,6,일,1,0,,0,,0,,,0,0
2025-08-25,2025,8,35,0,월,0,0,,0,,0,,,0,0
2025-08-26,2025,8,35,1,화,0,0,,0,,0,,,0,0
2025-08-27,2025,8,35,2,수,0,0,,0,,0,,,0,0
2025-08-28,2025,8,35,3,목,0,0,,0,,0,,,0,0
2025-08-29,2025,8,35,4,금,0,0,,0,,0,,,0,0
2025-08-30,2025,8,35,5,토,1,0,,0,,0,,,0,0
2025-08-31,2025,8,35,6,일,1,0,,0,,0,,,0,0
2025-09-01,2025,9,36,0,월,0,0,,1,2학기개강주,1,PROMO_AUTUMN,가을신메뉴,15,1
2025-09-02,2025,9,36,1,화,0,0,,1,2학기개강주,1,PROMO_AUTUMN,가을신메뉴,15,1
2025-09-03,2025,9,36,2,수,0,0,,1,2학기개강주,1,PROMO_AUTUMN,가을신메뉴,15,1
2025-09-04,2025,9,36,3,목,0,0,,1,2학기개강주,1,PROMO_AUTUMN,가을신메뉴,15,1
2025-09-05,2025,9,36,4,금,0,0,,1,2학기개강주,1,PROMO_AUTUMN,가을신메뉴,15,1
2025-09-06,2025,9,36,5,토,1,0,,0,,1,PROMO_AUTUMN,가을신메뉴,15,1
2025-09-07,2025,9,36,6,일,1,0,,0,,1,PROMO_AUTUMN,가을신메뉴,15,1
2025-09-08,2025,9,37,0,월,0,0,,0,,0,,,0,0
2025-09-09,2025,9,37,1,화,0,0,,0,,0,,,0,0
2025-09-10,2025,9,37,2,수,0,0,,0,,0,,,0,0
2025-09-11,2025,9,37,3,목,0,0,,0,,0,,,0,0
2025-09-12,2025,9,37,4,금,0,0,,0,,0,,,0,0
2025-09-13,2025,9,37,5,토,1,0,,0,,0,,,0,0
2025-09-14,2025,9,37,6,일,1,0,,0,,0,,,0,0
2025-09-15,2025,9,38,0,월,0,0,,0,,0,,,0,0
2025-09-16,2025,9,38,1,화,0,0,,0,,0,,,0,0
2025-09-17,2025,9,38,2,수,0,0,,0,,0,,,0,0
2025-09-18,2025,9,38,3,목,0,0,,0,,0,,,0,0
2025-09-19,2025,9,38,4,금,0,0,,0,,0,,,0,0
2025-09-20,2025,9,38,5,토,1,0,,0,,0,,,0,0
2025-09-21,2025,9,38,6,일,1,0,,0,,0,,,0,0
2025-09-22,2025,9,39,0,월,0,0,,0,,0,,,0,0
2025-09-23,2025,9,39,1,화,0,0,,0,,0,,,0,0
2025-09-24,2025,9,39,2,수,0,0,,0,,0,,,0,0
2025-09-25,2025,9,39,3,목,0,0,,0,,0,,,0,0
2025-09-26,2025,9,39,4,금,0,0,,0,,0,,,0,0
2025-09-27,2025,9,39,5,토,1,0,,0,,0,,,0,0
2025-09-28,2025,9,39,6,일,1,0,,0,,0,,,0,0
2025-09-29,2025,9,40,0,월,0,0,,0,,0,,,0,0
2025-09-30,2025,9,40,1,화,0,0,,0,,0,,,0,0
2025-10-01,2025,10,40,2,수,0,0,,0,,0,,,0,0
2025-10-02,2025,10,40,3,목,0,0,,0,,0,,,0,0
2025-10-03,2025,10,40,4,금,0,1,개천절,0,,0,,,0,1
2025-10-04,2025,10,40,5,토,1,0,,0,,0,,,0,0
2025-10-05,2025,10,40,6,일,1,1,추석연휴,0,,0,,,0,1
2025-10-06,2025,10,41,0,월,0,1,추석,0,,0,,,0,1
2025-10-07,2025,10,41,1,화,0,1,추석연휴,0,,0,,,0,1
2025-10-08,2025,10,41,2,수,0,0,,0,,0,,,0,0
2025-10-09,2025,10,41,3,목,0,1,한글날,0,,0,,,0,1
2025-10-10,2025,10,41,4,금,0,0,,0,,0,,,0,0
2025-10-11,2025,10,41,5,토,1,0,,0,,0,,,0,0
2025-10-12,2025,10,41,6,일,1,0,,0,,0,,,0,0
2025-10-13,2025,10,42,0,월,0,0,,0,,0,,,0,0
2025-10-14,2025,10,42,1,화,0,0,,0,,0,,,0,0
2025-10-15,2025,10,42,2,수,0,0,,0,,0,,,0,0
2025-10-16,2025,10,42,3,목,0,0,,0,,0,,,0,0
2025-10-17,2025,10,42,4,금,0,0,,0,,0,,,0,0
2025-10-18,2025,10,42,5,토,1,0,,0,,0,,,0,0
2025-10-19,2025,10,42,6,일,1,0,,0,,0,,,0,0
2025-10-20,2025,10,43,0,월,0,0,,0,,0,,,0,0
2025-10-21,2025,10,43,1,화,0,0,,0,,0,,,0,0
2025-10-22,2025,10,43,2,수,0,0,,0,,0,,,0,0
2025-10-23,2025,10,43,3,목,0,0,,0,,0,,,0,0
2025-10-24,2025,10,43,4,금,0,0,,0,,0,,,0,0
2025-10-25,2025,10,43,5,토,1,0,,0,,0,,,0,0
2025-10-26,2025,10,43,6,일,1,0,,0,,0,,,0,0
2025-10-27,2025,10,44,0,월,0,0,,0,,0,,,0,0
2025-10-28,2025,10,44,1,화,0,0,,0,,0,,,0,0
2025-10-29,2025,10,44,2,수,0,0,,0,,0,,,0,0
2025-10-30,2025,10,44,3,목,0,0,,0,,0,,,0,0
2025-10-31,2025,10,44,4,금,0,0,,0,,0,,,0,0
2025-11-01,2025,11,44,5,토,1,0,,0,,0,,,0,0
2025-11-02,2025,11,44,6,일,1,0,,0,,0,,,0,0
2025-11-03,2025,11,45,0,월,0,0,,0,,0,,,0,0
2025-11-04,2025,11,45,1,화,0,0,,0,,0,,,0,0
2025-11-05,2025,11,45,2,수,0,0,,0,,0,,,0,0
2025-11-06,2025,11,45,3,목,0,0,,0,,0,,,0,0
2025-11-07,2025,11,45,4,금,0,0,,0,,0,,,0,0
2025-11-08,2025,11,45,5,토,1,0,,0,,0,,,0,0
2025-11-09,2025,11,45,6,일,1,0,,0,,0,,,0,0
2025-11-10,2025,11,46,0,월,0,0,,0,,0,,,0,0
2025-11-11,2025,11,46,1,화,0,0,,0,,0,,,0,0
2025-11-12,2025,11,46,2,수,0,0,,0,,0,,,0,0
2025-11-13,2025,11,46,3,목,0,0,,0,,0,,,0,0
2025-11-14,2025,11,46,4,금,0,0,,0,,0,,,0,0
2025-11-15,2025,11,46,5,토,1,0,,0,,0,,,0,0
2025-11-16,2025,11,46,6,일,1,0,,0,,0,,,0,0
2025-11-17,2025,11,47,0,월,0,0,,0,,0,,,0,0
2025-11-18,2025,11,47,1,화,0,0,,0,,0,,,0,0
2025-11-19,2025,11,47,2,수,0,0,,0,,0,,,0,0
2025-11-20,2025,11,47,3,목,0,0,,0,,0,,,0,0
2025-11-21,2025,11,47,4,금,0,0,,0,,0,,,0,0
2025-11-22,2025,11,47,5,토,1,0,,0,,0,,,0,0
2025-11-23,2025,11,47,6,일,1,0,,0,,0,,,0,0
2025-11-24,2025,11,48,0,월,0,0,,0,,0,,,0,0
2025-11-25,2025,11,48,1,화,0,0,,0,,0,,,0,0
2025-11-26,2025,11,48,2,수,0,0,,0,,0,,,0,0
2025-11-27,2025,11,48,3,목,0,0,,0,,0,,,0,0
2025-11-28,2025,11,48,4,금,0,0,,0,,0,,,0,0
2025-11-29,2025,11,48,5,토,1,0,,0,,0,,,0,0
2025-11-30,2025,11,48,6,일,1,0,,0,,0,,,0,0
2025-12-01,2025,12,49,0,월,0,0,,0,,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-02,2025,12,49,1,화,0,0,,0,,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-03,2025,12,49,2,수,0,0,,0,,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-04,2025,12,49,3,목,0,0,,0,,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-05,2025,12,49,4,금,0,0,,0,,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-06,2025,12,49,5,토,1,0,,0,,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-07,2025,12,49,6,일,1,0,,0,,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-08,2025,12,50,0,월,0,0,,1,2학기기말고사,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-09,2025,12,50,1,화,0,0,,1,2학기기말고사,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-10,2025,12,50,2,수,0,0,,1,2학기기말고사,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-11,2025,12,50,3,목,0,0,,1,2학기기말고사,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-12,2025,12,50,4,금,0,0,,1,2학기기말고사,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-13,2025,12,50,5,토,1,0,,1,2학기기말고사,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-14,2025,12,50,6,일,1,0,,1,2학기기말고사,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-15,2025,12,51,0,월,0,0,,1,2학기기말고사,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-16,2025,12,51,1,화,0,0,,1,2학기기말고사,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-17,2025,12,51,2,수,0,0,,1,2학기기말고사,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-18,2025,12,51,3,목,0,0,,1,2학기기말고사,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-19,2025,12,51,4,금,0,0,,1,2학기기말고사,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-20,2025,12,51,5,토,1,0,,0,,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-21,2025,12,51,6,일,1,0,,0,,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-22,2025,12,52,0,월,0,0,,0,,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-23,2025,12,52,1,화,0,0,,0,,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-24,2025,12,52,2,수,0,0,,0,,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-25,2025,12,52,3,목,0,1,성탄절,0,,1,PROMO_XMAS,크리스마스시즌,20,1
2025-12-26,2025,12,52,4,금,0,0,,0,,0,,,0,0
2025-12-27,2025,12,52,5,토,1,0,,0,,0,,,0,0
2025-12-28,2025,12,52,6,일,1,0,,0,,0,,,0,0
2025-12-29,2025,12,1,0,월,0,0,,0,,0,,,0,0
2025-12-30,2025,12,1,1,화,0,0,,0,,0,,,0,0
2025-12-31,2025,12,1,2,수,0,0,,0,,0,,,0,0
