datetime,date,hour,month,season,temp_c,feels_like_c,precip_mm,snow_cm,humidity_pct,wind_mps,pm25_ugm3,pm10_ugm3,is_raining,is_snowing,temp_category,pm25_category
2025-01-02 07:00,2025-01-02,7,1,겨울,-1.0,-5.9,0.0,0.0,34,7.0,26,39,0,0,추움,보통
2025-01-02 08:00,2025-01-02,8,1,겨울,1.2,-1.2,0.0,0.0,87,3.4,45,78,0,0,쌀쌀함,나쁨
2025-01-02 09:00,2025-01-02,9,1,겨울,-2.1,-7.7,0.0,0.0,32,7.2,30,53,0,0,추움,보통
2025-01-02 10:00,2025-01-02,10,1,겨울,-3.8,-5.7,0.0,0.0,62,0.9,56,108,0,0,추움,나쁨
2025-01-02 11:00,2025-01-02,11,1,겨울,0.6,-1.3,0.0,0.0,72,4.5,49,98,0,0,추움,나쁨
2025-01-02 12:00,2025-01-02,12,1,겨울,2.0,1.4,0.0,0.0,78,1.1,40,63,0,0,쌀쌀함,나쁨
2025-01-02 13:00,2025-01-02,13,1,겨울,-2.3,-5.3,0.0,0.0,80,4.2,35,53,0,0,추움,보통
2025-01-02 14:00,2025-01-02,14,1,겨울,-0.7,-2.9,0.0,0.0,90,4.1,43,80,0,0,추움,나쁨
2025-01-02 15:00,2025-01-02,15,1,겨울,-0.8,-2.2,0.0,0.0,32,1.7,53,99,0,0,추움,나쁨
2025-01-02 16:00,2025-01-02,16,1,겨울,2.0,1.0,0.0,0.0,86,1.0,57,104,0,0,쌀쌀함,나쁨
2025-01-02 17:00,2025-01-02,17,1,겨울,-0.8,-4.6,0.0,0.0,51,4.7,27,45,0,0,추움,보통
2025-01-02 18:00,2025-01-02,18,1,겨울,-5.0,-6.1,0.0,0.0,44,1.6,73,151,0,0,추움,나쁨
2025-01-02 19:00,2025-01-02,19,1,겨울,-4.2,-6.9,0.0,0.0,38,4.7,35,67,0,0,추움,보통
2025-01-02 20:00,2025-01-02,20,1,겨울,-7.1,-9.9,0.0,0.0,39,4.1,27,58,0,0,추움,보통
2025-01-02 21:00,2025-01-02,21,1,겨울,-3.9,-5.8,0.0,0.0,53,3.0,68,149,0,0,추움,나쁨
2025-01-02 22:00,2025-01-02,22,1,겨울,-10.3,-15.8,0.0,0.0,79,7.8,63,130,0,0,추움,나쁨
2025-01-02 23:00,2025-01-02,23,1,겨울,-6.4,-9.0,0.0,0.0,40,4.6,59,97,0,0,추움,나쁨
2025-01-03 00:00,2025-01-03,0,1,겨울,-8.3,-10.9,0.0,0.0,50,4.0,34,60,0,0,추움,보통
2025-01-03 01:00,2025-01-03,1,1,겨울,-7.9,-8.9,0.0,0.0,85,1.6,61,126,0,0,추움,나쁨
2025-01-03 02:00,2025-01-03,2,1,겨울,-9.0,-11.9,0.0,0.0,85,5.8,43,90,0,0,추움,나쁨
2025-01-03 03:00,2025-01-03,3,1,겨울,-7.0,-8.4,0.0,0.0,78,2.3,24,47,0,0,추움,보통
2025-01-03 04:00,2025-01-03,4,1,겨울,-2.6,-5.2,0.0,0.0,79,3.0,34,73,0,0,추움,보통
2025-01-03 05:00,2025-01-03,5,1,겨울,0.9,-0.1,0.0,0.0,80,0.6,26,51,0,0,추움,보통
2025-01-03 06:00,2025-01-03,6,1,겨울,-2.1,-7.4,0.0,0.0,68,6.0,58,104,0,0,추움,나쁨
2025-01-03 07:00,2025-01-03,7,1,겨울,-1.9,-4.1,0.0,0.0,66,3.1,62,96,0,0,추움,나쁨
2025-01-03 08:00,2025-01-03,8,1,겨울,2.0,1.1,0.0,0.0,40,1.1,29,47,0,0,쌀쌀함,보통
2025-01-03 09:00,2025-01-03,9,1,겨울,3.6,1.5,0.0,0.0,68,3.0,42,78,0,0,쌀쌀함,나쁨
2025-01-03 10:00,2025-01-03,10,1,겨울,3.7,-1.0,0.0,0.0,32,6.5,50,106,0,0,쌀쌀함,나쁨
2025-01-03 11:00,2025-01-03,11,1,겨울,-2.2,-6.3,0.0,0.0,45,6.4,27,53,0,0,추움,보통
2025-01-03 12:00,2025-01-03,12,1,겨울,1.4,0.6,0.0,0.0,84,0.8,59,112,0,0,쌀쌀함,나쁨
2025-01-03 13:00,2025-01-03,13,1,겨울,0.8,-0.6,0.0,0.0,62,2.5,29,47,0,0,추움,보통
2025-01-03 14:00,2025-01-03,14,1,겨울,0.5,-3.9,0.0,0.0,79,5.7,24,49,0,0,추움,보통
2025-01-03 15:00,2025-01-03,15,1,겨울,3.3,1.4,0.0,0.0,44,3.5,32,56,0,0,쌀쌀함,보통
2025-01-03 16:00,2025-01-03,16,1,겨울,-2.8,-5.2,0.0,0.0,75,5.0,39,58,0,0,추움,나쁨
2025-01-03 17:00,2025-01-03,17,1,겨울,-4.4,-8.4,0.0,0.0,51,5.6,32,57,0,0,추움,보통
2025-01-03 18:00,2025-01-03,18,1,겨울,-4.1,-8.3,0.0,0.0,54,5.2,63,113,0,0,추움,나쁨
2025-01-03 19:00,2025-01-03,19,1,겨울,-1.6,-5.3,0.0,1.2,89,5.7,45,82,0,1,추움,나쁨
2025-01-03 20:00,2025-01-03,20,1,겨울,-2.3,-3.9,0.0,0.0,64,2.3,23,36,0,0,추움,보통
2025-01-03 21:00,2025-01-03,21,1,겨울,-3.4,-6.0,0.0,0.0,50,3.1,50,79,0,0,추움,나쁨
2025-01-03 22:00,2025-01-03,22,1,겨울,-8.5,-11.0,0.0,0.0,36,4.0,23,41,0,0,추움,보통
2025-01-03 23:00,2025-01-03,23,1,겨울,-10.0,-11.3,0.0,0.0,36,1.5,67,125,0,0,추움,나쁨
2025-01-04 00:00,2025-01-04,0,1,겨울,-2.5,-2.8,0.0,0.0,78,0.9,26,44,0,0,추움,보통
2025-01-04 01:00,2025-01-04,1,1,겨울,-3.7,-5.0,0.0,0.0,75,0.9,38,83,0,0,추움,나쁨
2025-01-04 02:00,2025-01-04,2,1,겨울,-3.9,-8.6,0.0,0.0,31,7.3,47,80,0,0,추움,나쁨
2025-01-04 03:00,2025-01-04,3,1,겨울,-1.5,-7.3,0.0,0.0,53,6.9,33,53,0,0,추움,보통
2025-01-04 04:00,2025-01-04,4,1,겨울,-7.6,-8.9,0.0,0.0,56,1.8,30,54,0,0,추움,보통
2025-01-04 05:00,2025-01-04,5,1,겨울,-6.2,-7.9,0.0,0.0,58,3.3,48,84,0,0,추움,나쁨
2025-01-04 06:00,2025-01-04,6,1,겨울,-8.5,-11.1,0.0,0.0,76,3.9,21,41,0,0,추움,보통
2025-01-04 07:00,2025-01-04,7,1,겨울,-9.0,-12.0,0.0,0.0,56,4.8,60,92,0,0,추움,나쁨
2025-01-04 08:00,2025-01-04,8,1,겨울,-2.7,-4.5,0.0,0.0,51,2.5,25,52,0,0,추움,보통
2025-01-04 09:00,2025-01-04,9,1,겨울,-1.6,-2.0,0.0,0.0,82,0.6,26,44,0,0,추움,보통
2025-01-04 10:00,2025-01-04,10,1,겨울,2.3,0.1,0.0,0.0,85,2.6,42,76,0,0,쌀쌀함,나쁨
2025-01-04 11:00,2025-01-04,11,1,겨울,2.4,0.1,0.0,0.0,90,2.6,11,18,0,0,쌀쌀함,좋음
2025-01-04 12:00,2025-01-04,12,1,겨울,0.4,-3.4,0.0,0.0,64,5.1,44,94,0,0,추움,나쁨
2025-01-04 13:00,2025-01-04,13,1,겨울,2.8,-0.5,0.0,0.0,90,4.8,34,55,0,0,쌀쌀함,보통
2025-01-04 14:00,2025-01-04,14,1,겨울,-0.6,-3.9,0.0,0.0,59,5.2,49,92,0,0,추움,나쁨
2025-01-04 15:00,2025-01-04,15,1,겨울,-3.3,-7.2,0.0,0.0,66,5.9,43,67,0,0,추움,나쁨
2025-01-04 16:00,2025-01-04,16,1,겨울,-1.0,-4.9,0.0,0.0,71,5.8,58,88,0,0,추움,나쁨
2025-01-04 17:00,2025-01-04,17,1,겨울,-3.8,-8.4,0.0,0.0,50,7.4,31,48,0,0,추움,보통
2025-01-04 18:00,2025-01-04,18,1,겨울,-5.3,-9.0,0.0,1.5,33,6.0,56,121,0,1,추움,나쁨
2025-01-04 19:00,2025-01-04,19,1,겨울,-0.7,-1.1,0.0,0.0,64,0.6,44,78,0,0,추움,나쁨
2025-01-04 20:00,2025-01-04,20,1,겨울,-5.8,-9.0,0.0,4.9,76,4.4,37,61,0,1,추움,나쁨
2025-01-04 21:00,2025-01-04,21,1,겨울,-12.2,-13.4,0.0,0.0,90,1.4,48,75,0,0,추움,나쁨
2025-01-04 22:00,2025-01-04,22,1,겨울,-5.7,-8.5,0.0,0.0,73,3.3,33,71,0,0,추움,보통
2025-01-04 23:00,2025-01-04,23,1,겨울,-8.3,-12.1,0.0,0.0,70,5.6,36,65,0,0,추움,나쁨
2025-01-05 00:00,2025-01-05,0,1,겨울,-10.6,-13.9,0.0,0.0,49,5.5,36,58,0,0,추움,나쁨
2025-01-05 01:00,2025-01-05,1,1,겨울,-6.3,-8.3,0.0,0.0,64,3.9,47,92,0,0,추움,나쁨
2025-01-05 02:00,2025-01-05,2,1,겨울,-9.1,-9.5,0.0,0.0,54,0.8,43,67,0,0,추움,나쁨
2025-01-05 03:00,2025-01-05,3,1,겨울,-9.2,-11.4,0.0,0.0,69,3.1,13,22,0,0,추움,좋음
2025-01-05 04:00,2025-01-05,4,1,겨울,-1.5,-4.5,0.0,0.0,56,4.9,66,111,0,0,추움,나쁨
2025-01-05 05:00,2025-01-05,5,1,겨울,2.6,0.7,0.0,0.0,46,3.9,70,119,0,0,쌀쌀함,나쁨
2025-01-05 06:00,2025-01-05,6,1,겨울,-2.9,-4.6,0.0,0.0,42,2.2,35,61,0,0,추움,보통
2025-01-05 07:00,2025-01-05,7,1,겨울,0.7,0.2,0.0,0.0,45,0.8,57,89,0,0,추움,나쁨
2025-01-05 08:00,2025-01-05,8,1,겨울,-0.8,-1.3,0.0,0.0,63,1.1,53,96,0,0,추움,나쁨
2025-01-05 09:00,2025-01-05,9,1,겨울,4.6,3.0,0.0,0.0,81,2.9,38,71,0,0,쌀쌀함,나쁨
2025-01-05 10:00,2025-01-05,10,1,겨울,0.9,-2.5,0.0,0.0,90,5.6,41,78,0,0,추움,나쁨
2025-01-05 11:00,2025-01-05,11,1,겨울,1.2,-1.5,0.0,0.0,89,4.3,61,127,0,0,쌀쌀함,나쁨
2025-01-05 12:00,2025-01-05,12,1,겨울,6.3,3.3,0.0,0.0,39,5.0,20,42,0,0,쌀쌀함,보통
2025-01-05 13:00,2025-01-05,13,1,겨울,2.0,1.2,0.0,0.0,44,1.0,57,99,0,0,쌀쌀함,나쁨
2025-01-05 14:00,2025-01-05,14,1,겨울,0.5,-1.9,0.0,0.0,50,3.9,63,103,0,0,추움,나쁨
2025-01-05 15:00,2025-01-05,15,1,겨울,-3.5,-8.2,0.0,0.0,81,6.3,35,56,0,0,추움,보통
2025-01-05 16:00,2025-01-05,16,1,겨울,-2.5,-7.8,0.0,0.0,86,7.2,67,146,0,0,추움,나쁨
2025-01-05 17:00,2025-01-05,17,1,겨울,1.4,-2.7,0.0,0.0,83,6.2,56,103,0,0,쌀쌀함,나쁨
2025-01-05 18:00,2025-01-05,18,1,겨울,-5.2,-8.3,0.0,0.0,31,4.6,61,121,0,0,추움,나쁨
2025-01-05 19:00,2025-01-05,19,1,겨울,0.2,-4.7,0.0,0.0,88,7.1,43,83,0,0,추움,나쁨
2025-01-05 20:00,2025-01-05,20,1,겨울,-4.8,-7.7,0.0,0.0,77,5.5,29,60,0,0,추움,보통
2025-01-05 21:00,2025-01-05,21,1,겨울,-7.2,-9.7,0.0,0.0,45,3.9,39,78,0,0,추움,나쁨
2025-01-05 22:00,2025-01-05,22,1,겨울,-11.9,-17.4,0.0,0.0,74,7.4,11,16,0,0,추움,좋음
2025-01-05 23:00,2025-01-05,23,1,겨울,-10.1,-15.9,0.0,0.0,62,7.4,32,51,0,0,추움,보통
2025-01-06 00:00,2025-01-06,0,1,겨울,-2.6,-4.8,0.0,3.9,59,2.7,54,82,0,1,추움,나쁨
2025-01-06 01:00,2025-01-06,1,1,겨울,-6.7,-11.5,0.0,3.0,71,5.5,32,68,0,1,추움,보통
2025-01-06 02:00,2025-01-06,2,1,겨울,-0.7,-3.4,0.0,0.0,87,1.7,50,97,0,0,추움,나쁨
2025-01-06 03:00,2025-01-06,3,1,겨울,-3.5,-7.5,0.0,0.0,32,5.3,75,164,0,0,추움,나쁨
2025-01-06 04:00,2025-01-06,4,1,겨울,-2.5,-7.4,0.0,0.0,86,6.6,36,62,0,0,추움,나쁨
2025-01-06 05:00,2025-01-06,5,1,겨울,-4.7,-8.4,0.0,0.0,47,5.3,49,86,0,0,추움,나쁨
2025-01-06 06:00,2025-01-06,6,1,겨울,1.0,-1.3,0.0,0.0,60,2.4,21,43,0,0,쌀쌀함,보통
2025-01-06 07:00,2025-01-06,7,1,겨울,-3.7,-6.2,0.0,3.3,56,2.7,59,111,0,1,추움,나쁨
2025-01-06 08:00,2025-01-06,8,1,겨울,-1.2,-7.4,0.0,0.5,68,7.6,59,105,0,1,추움,나쁨
2025-01-06 09:00,2025-01-06,9,1,겨울,2.4,-0.8,0.0,0.0,44,3.7,35,74,0,0,쌀쌀함,보통
2025-01-06 10:00,2025-01-06,10,1,겨울,-2.3,-5.5,0.0,0.0,69,4.3,30,62,0,0,추움,보통
2025-01-06 11:00,2025-01-06,11,1,겨울,2.6,0.2,0.0,0.0,87,2.8,38,69,0,0,쌀쌀함,나쁨
2025-01-06 12:00,2025-01-06,12,1,겨울,2.3,2.1,0.0,0.0,62,1.8,26,44,0,0,쌀쌀함,보통
2025-01-06 13:00,2025-01-06,13,1,겨울,-4.4,-7.7,0.0,0.0,65,4.9,53,88,0,0,추움,나쁨
2025-01-06 14:00,2025-01-06,14,1,겨울,0.7,-3.1,0.0,0.0,38,5.4,60,90,0,0,추움,나쁨
2025-01-06 15:00,2025-01-06,15,1,겨울,2.3,-0.5,0.0,0.0,40,4.8,46,86,0,0,쌀쌀함,나쁨
2025-01-06 16:00,2025-01-06,16,1,겨울,-0.9,-2.1,0.0,0.0,59,2.0,17,33,0,0,추움,보통
2025-01-06 17:00,2025-01-06,17,1,겨울,-3.7,-7.4,0.0,0.0,45,5.3,68,127,0,0,추움,나쁨
2025-01-06 18:00,2025-01-06,18,1,겨울,0.1,-5.0,0.0,0.0,51,7.2,52,111,0,0,추움,나쁨
2025-01-06 19:00,2025-01-06,19,1,겨울,0.1,-1.6,0.0,0.0,70,2.5,48,99,0,0,추움,나쁨
2025-01-06 20:00,2025-01-06,20,1,겨울,-0.7,-2.1,0.0,0.0,45,2.2,20,35,0,0,추움,보통
2025-01-06 21:00,2025-01-06,21,1,겨울,-6.1,-10.3,0.0,0.0,83,6.2,43,69,0,0,추움,나쁨
2025-01-06 22:00,2025-01-06,22,1,겨울,-1.9,-6.2,0.0,0.0,34,6.4,45,95,0,0,추움,나쁨
2025-01-06 23:00,2025-01-06,23,1,겨울,-6.5,-10.0,0.0,0.0,41,5.2,46,82,0,0,추움,나쁨
2025-01-07 00:00,2025-01-07,0,1,겨울,-12.2,-13.0,0.0,0.0,63,1.2,53,87,0,0,추움,나쁨
2025-01-07 01:00,2025-01-07,1,1,겨울,-11.3,-13.9,0.0,0.0,81,3.4,32,52,0,0,추움,보통
2025-01-07 02:00,2025-01-07,2,1,겨울,-6.8,-12.5,0.0,0.0,65,7.3,37,64,0,0,추움,나쁨
2025-01-07 03:00,2025-01-07,3,1,겨울,-8.7,-14.3,2.4,0.0,58,7.9,33,53,1,0,추움,보통
2025-01-07 04:00,2025-01-07,4,1,겨울,-5.7,-6.6,0.0,0.0,68,1.1,41,68,0,0,추움,나쁨
2025-01-07 05:00,2025-01-07,5,1,겨울,-1.1,-4.8,0.0,0.0,88,5.1,17,35,0,0,추움,보통
2025-01-07 06:00,2025-01-07,6,1,겨울,-1.4,-3.2,0.0,0.0,65,2.6,59,90,0,0,추움,나쁨
2025-01-07 07:00,2025-01-07,7,1,겨울,1.0,-3.5,0.0,0.0,78,6.2,52,86,0,0,쌀쌀함,나쁨
2025-01-07 08:00,2025-01-07,8,1,겨울,-4.3,-7.8,0.0,0.0,41,5.3,56,85,0,0,추움,나쁨
2025-01-07 09:00,2025-01-07,9,1,겨울,-3.4,-4.0,0.0,0.0,32,1.6,42,64,0,0,추움,나쁨
2025-01-07 10:00,2025-01-07,10,1,겨울,-1.8,-4.4,0.0,0.0,52,3.2,49,85,0,0,추움,나쁨
2025-01-07 11:00,2025-01-07,11,1,겨울,6.2,5.6,0.0,0.0,56,0.9,37,60,0,0,쌀쌀함,나쁨
2025-01-07 12:00,2025-01-07,12,1,겨울,4.3,-0.5,0.0,0.0,78,6.0,68,125,0,0,쌀쌀함,나쁨
2025-01-07 13:00,2025-01-07,13,1,겨울,-1.4,-6.0,0.0,0.0,82,6.5,26,51,0,0,추움,보통
2025-01-07 14:00,2025-01-07,14,1,겨울,-3.8,-6.6,0.0,0.0,50,2.9,24,46,0,0,추움,보통
2025-01-07 15:00,2025-01-07,15,1,겨울,2.8,1.4,0.0,0.0,31,1.9,42,90,0,0,쌀쌀함,나쁨
2025-01-07 16:00,2025-01-07,16,1,겨울,2.0,-2.7,0.0,0.0,59,7.4,47,103,0,0,쌀쌀함,나쁨
2025-01-07 17:00,2025-01-07,17,1,겨울,-0.6,-2.9,0.0,0.0,65,4.0,80,143,0,0,추움,매우나쁨
2025-01-07 18:00,2025-01-07,18,1,겨울,-5.4,-8.9,0.0,0.0,39,4.8,60,106,0,0,추움,나쁨
2025-01-07 19:00,2025-01-07,19,1,겨울,-7.7,-11.8,0.0,0.0,40,6.0,53,86,0,0,추움,나쁨
2025-01-07 20:00,2025-01-07,20,1,겨울,-5.2,-7.6,0.0,0.0,79,2.5,31,56,0,0,추움,보통
2025-01-07 21:00,2025-01-07,21,1,겨울,-5.0,-8.6,0.0,1.7,57,4.1,30,61,0,1,추움,보통
2025-01-07 22:00,2025-01-07,22,1,겨울,-9.9,-15.1,0.0,0.0,53,8.0,30,51,0,0,추움,보통
2025-01-07 23:00,2025-01-07,23,1,겨울,-9.4,-10.0,0.0,0.0,38,0.9,56,112,0,0,추움,나쁨
2025-01-08 00:00,2025-01-08,0,1,겨울,-14.4,-17.7,0.0,0.0,62,4.2,58,93,0,0,추움,나쁨
2025-01-08 01:00,2025-01-08,1,1,겨울,-2.0,-5.3,0.0,0.0,40,3.3,58,122,0,0,추움,나쁨
2025-01-08 02:00,2025-01-08,2,1,겨울,-6.9,-8.5,0.0,0.0,63,2.7,30,59,0,0,추움,보통
2025-01-08 03:00,2025-01-08,3,1,겨울,-4.6,-5.0,0.0,0.0,63,1.2,23,50,0,0,추움,보통
2025-01-08 04:00,2025-01-08,4,1,겨울,-7.7,-8.2,0.0,0.0,54,1.2,46,91,0,0,추움,나쁨
2025-01-08 05:00,2025-01-08,5,1,겨울,0.8,-0.0,0.0,0.0,74,1.6,51,101,0,0,추움,나쁨
2025-01-08 06:00,2025-01-08,6,1,겨울,-6.2,-7.8,0.0,0.0,86,1.3,48,76,0,0,추움,나쁨
2025-01-08 07:00,2025-01-08,7,1,겨울,2.7,-1.9,0.0,0.0,49,6.7,56,97,0,0,쌀쌀함,나쁨
2025-01-08 08:00,2025-01-08,8,1,겨울,-2.3,-5.7,0.0,0.0,61,5.1,57,99,0,0,추움,나쁨
2025-01-08 09:00,2025-01-08,9,1,겨울,0.1,-1.9,0.0,0.0,59,1.8,63,96,0,0,추움,나쁨
2025-01-08 10:00,2025-01-08,10,1,겨울,5.3,2.9,0.0,0.0,42,2.2,56,122,0,0,쌀쌀함,나쁨
2025-01-08 11:00,2025-01-08,11,1,겨울,0.6,-2.2,0.0,2.8,34,4.0,20,34,0,1,추움,보통
2025-01-08 12:00,2025-01-08,12,1,겨울,4.6,1.2,0.0,0.0,68,5.5,34,57,0,0,쌀쌀함,보통
2025-01-08 13:00,2025-01-08,13,1,겨울,-2.4,-4.3,0.0,0.0,40,3.8,41,73,0,0,추움,나쁨
2025-01-08 14:00,2025-01-08,14,1,겨울,2.8,0.6,0.0,0.0,87,3.3,72,133,0,0,쌀쌀함,나쁨
2025-01-08 15:00,2025-01-08,15,1,겨울,-0.2,-1.9,0.0,0.0,46,2.7,34,56,0,0,추움,보통
2025-01-08 16:00,2025-01-08,16,1,겨울,2.9,-0.4,0.0,0.0,67,6.0,40,68,0,0,쌀쌀함,나쁨
2025-01-08 17:00,2025-01-08,17,1,겨울,-0.3,-0.7,0.0,0.0,68,1.8,41,64,0,0,추움,나쁨
2025-01-08 18:00,2025-01-08,18,1,겨울,3.1,1.2,0.0,0.0,55,2.6,55,97,0,0,쌀쌀함,나쁨
2025-01-08 19:00,2025-01-08,19,1,겨울,-3.8,-7.4,0.0,0.0,52,5.7,40,71,0,0,추움,나쁨
2025-01-08 20:00,2025-01-08,20,1,겨울,-7.4,-8.0,0.5,0.0,57,1.4,49,87,1,0,추움,나쁨
2025-01-08 21:00,2025-01-08,21,1,겨울,-1.4,-6.1,0.0,0.0,57,6.1,24,37,0,0,추움,보통
2025-01-08 22:00,2025-01-08,22,1,겨울,-6.5,-8.3,0.0,0.0,31,3.5,46,99,0,0,추움,나쁨
2025-01-08 23:00,2025-01-08,23,1,겨울,-9.3,-10.9,0.0,0.0,58,2.2,62,110,0,0,추움,나쁨
2025-01-09 00:00,2025-01-09,0,1,겨울,-6.3,-9.2,0.0,0.0,59,5.4,53,99,0,0,추움,나쁨
2025-01-09 01:00,2025-01-09,1,1,겨울,-7.4,-9.6,0.0,0.0,45,3.2,41,84,0,0,추움,나쁨
2025-01-09 02:00,2025-01-09,2,1,겨울,-9.5,-14.3,0.0,3.4,61,7.4,57,99,0,1,추움,나쁨
2025-01-09 03:00,2025-01-09,3,1,겨울,-2.3,-2.2,0.0,0.0,80,0.5,57,97,0,0,추움,나쁨
2025-01-09 04:00,2025-01-09,4,1,겨울,-8.4,-9.9,0.0,0.0,85,2.1,51,89,0,0,추움,나쁨
2025-01-09 05:00,2025-01-09,5,1,겨울,-0.1,-1.2,0.0,0.0,87,1.4,55,102,0,0,추움,나쁨
2025-01-09 06:00,2025-01-09,6,1,겨울,-4.6,-6.2,0.0,0.0,44,2.0,60,95,0,0,추움,나쁨
2025-01-09 07:00,2025-01-09,7,1,겨울,2.0,-3.4,0.0,0.0,44,6.6,34,73,0,0,쌀쌀함,보통
2025-01-09 08:00,2025-01-09,8,1,겨울,-1.1,-4.8,0.0,0.0,32,5.2,35,62,0,0,추움,보통
2025-01-09 09:00,2025-01-09,9,1,겨울,2.9,0.8,0.0,0.0,36,2.8,54,81,0,0,쌀쌀함,나쁨
2025-01-09 10:00,2025-01-09,10,1,겨울,6.5,4.5,0.0,0.0,33,2.0,70,128,0,0,쌀쌀함,나쁨
2025-01-09 11:00,2025-01-09,11,1,겨울,3.2,-0.2,0.0,0.0,47,4.5,43,69,0,0,쌀쌀함,나쁨
2025-01-09 12:00,2025-01-09,12,1,겨울,-3.3,-5.4,0.0,0.0,47,3.3,29,61,0,0,추움,보통
2025-01-09 13:00,2025-01-09,13,1,겨울,4.1,0.5,0.0,0.0,44,4.8,63,125,0,0,쌀쌀함,나쁨
2025-01-09 14:00,2025-01-09,14,1,겨울,-1.9,-2.9,0.0,0.0,76,1.4,40,67,0,0,추움,나쁨
2025-01-09 15:00,2025-01-09,15,1,겨울,-3.3,-9.5,0.0,0.0,47,7.3,38,81,0,0,추움,나쁨
2025-01-09 16:00,2025-01-09,16,1,겨울,-3.9,-4.9,0.0,0.0,82,1.3,9,15,0,0,추움,좋음
