user_id,gender,age,age_band,age_5,job,area,reg_date
U0117,남,27,20대,25~29,판매/영업,충남,2023-04-19
U0714,남,49,40대,45~49,자영업,경기,2024-08-30
U1599,여,45,40대,45~49,사무/기술직,경기,2023-01-03
U0040,남,24,20대,20~24,전업주부,경기,2023-02-06
U0259,남,34,30대,30~34,사무/기술직,울산,2023-08-25
U1447,여,42,40대,40~44,사무/기술직,서울,2024-06-30
U1719,여,54,50대,50~54,기타,서울,2024-07-25
U1925,여,57,50대,55~59,자유/전문직,경기,2024-03-07
U0582,남,42,40대,40~44,자유/전문직,서울,2023-09-09
U0874,남,57,50대,55~59,사무/기술직,경기,2024-07-04
U1383,여,35,30대,35~39,기타,충북,2024-11-30
U1318,여,32,30대,30~34,자유/전문직,서울,2023-01-23
U1046,여,20,20대,20~24,경영/관리직,부산,2023-12-31
U0980,남,57,50대,55~59,사무/기술직,경남,2023-02-15
U1450,여,42,40대,40~44,자유/전문직,전북,2024-09-10
U0420,남,39,30대,35~39,자영업,광주,2023-06-15
U1522,여,44,40대,40~44,기타,경남,2023-08-22
U0581,남,40,40대,40~44,자유/전문직,전북,2023-05-06
U1523,여,44,40대,40~44,무직,서울,2023-06-14
U0734,남,50,50대,50~54,기능/작업직,경기,2023-08-29
U0123,남,29,20대,25~29,자영업,인천,2024-05-27
U0907,남,57,50대,55~59,기능/작업직,경기,2023-04-13
U0867,남,51,50대,50~54,경영/관리직,대구,2024-05-14
U0976,남,57,50대,55~59,무직,경기,2023-09-20
U0572,남,44,40대,40~44,자유/전문직,충남,2024-10-26
U1273,여,32,30대,30~34,대학생,서울,2024-10-06
U0699,남,48,40대,45~49,사무/기술직,경기,2023-12-09
U1044,여,22,20대,20~24,자영업,경기,2024-08-06
U1303,여,30,30대,30~34,경영/관리직,경기,2024-09-13
U0253,남,32,30대,30~34,기타,서울,2024-03-05
U0739,남,54,50대,50~54,사무/기술직,인천,2024-10-26
U1506,여,44,40대,40~44,사무/기술직,서울,2023-09-03
U0085,남,23,20대,20~24,자유/전문직,경북,2023-12-05
U0294,남,31,30대,30~34,무직,서울,2023-05-25
U1086,여,23,20대,20~24,기능/작업직,서울,2023-11-12
U1713,여,54,50대,50~54,사무/기술직,경기,2023-10-02
U1199,여,25,20대,25~29,전업주부,대전,2023-11-08
U0435,남,36,30대,35~39,판매/영업,충남,2023-01-25
U0998,남,57,50대,55~59,판매/영업,광주,2023-01-16
U0381,남,39,30대,35~39,사무/기술직,경기,2024-03-14
U0076,남,21,20대,20~24,대학생,경기,2023-06-25
U0367,남,38,30대,35~39,자영업,경북,2023-03-30
U0370,남,38,30대,35~39,사무/기술직,대전,2024-11-09
U0846,남,52,50대,50~54,전업주부,서울,2024-03-13
U1812,여,52,50대,50~54,전업주부,강원,2024-05-18
U0795,남,50,50대,50~54,기능/작업직,경북,2023-08-01
U1036,여,21,20대,20~24,기타,전북,2024-11-05
U0139,남,25,20대,25~29,대학생,충남,2023-10-26
U0568,남,41,40대,40~44,판매/영업,경기,2024-02-12
U1740,여,54,50대,50~54,사무/기술직,서울,2023-02-23
U0554,남,43,40대,40~44,자유/전문직,서울,2024-02-19
U1198,여,29,20대,25~29,무직,광주,2023-12-18
U0086,남,21,20대,20~24,사무/기술직,경기,2023-03-05
U1295,여,34,30대,30~34,자영업,경기,2024-09-03
U1137,여,27,20대,25~29,대학생,서울,2024-07-24
U0872,남,53,50대,50~54,자영업,대구,2024-06-22
U0666,남,45,40대,45~49,사무/기술직,경남,2023-08-16
U0864,남,53,50대,50~54,사무/기술직,경기,2023-08-17
U1941,여,57,50대,55~59,대학생,서울,2024-09-10
U1561,여,40,40대,40~44,사무/기술직,경기,2023-07-15
U0083,남,23,20대,20~24,사무/기술직,대구,2023-02-07
U0645,남,47,40대,45~49,사무/기술직,서울,2023-03-27
U1755,여,54,50대,50~54,사무/기술직,울산,2024-05-02
U1065,여,20,20대,20~24,대학생,충남,2023-12-16
U0360,남,35,30대,35~39,전업주부,서울,2024-11-27
U0431,남,39,30대,35~39,대학생,충북,2024-09-08
U0482,남,40,40대,40~44,기타,경북,2023-11-14
U1378,여,36,30대,35~39,사무/기술직,서울,2024-09-12
U1473,여,42,40대,40~44,사무/기술직,경기,2023-12-20
U0529,남,43,40대,40~44,기타,제주,2023-12-02
U1013,남,55,50대,55~59,사무/기술직,부산,2024-11-26
U0941,남,55,50대,55~59,사무/기술직,서울,2024-04-24
U0876,남,55,50대,55~59,기타,경남,2024-05-24
U0126,남,26,20대,25~29,전업주부,서울,2023-12-10
U1729,여,50,50대,50~54,사무/기술직,서울,2023-07-25
U1236,여,31,30대,30~34,전업주부,서울,2023-01-06
U1592,여,45,40대,45~49,자유/전문직,경기,2024-10-23
U1106,여,23,20대,20~24,전업주부,인천,2023-08-27
U0266,남,32,30대,30~34,전업주부,전남,2023-03-28
U1102,여,20,20대,20~24,대학생,서울,2023-01-13
U0010,남,23,20대,20~24,자유/전문직,충남,2024-05-16
U1982,여,56,50대,55~59,사무/기술직,서울,2024-01-24
U0106,남,27,20대,25~29,사무/기술직,제주,2023-06-22
U0930,남,57,50대,55~59,기능/작업직,서울,2024-03-10
U1864,여,59,50대,55~59,자유/전문직,대구,2024-07-30
U0041,남,22,20대,20~24,경영/관리직,대구,2024-02-28
U0838,남,52,50대,50~54,사무/기술직,대전,2023-07-04
U1874,여,55,50대,55~59,전업주부,경기,2024-11-25
U1539,여,42,40대,40~44,사무/기술직,서울,2023-08-23
U0683,남,45,40대,45~49,전업주부,서울,2024-03-09
U1063,여,20,20대,20~24,판매/영업,인천,2023-08-08
U0911,남,56,50대,55~59,자영업,경북,2023-04-30
U1900,여,57,50대,55~59,사무/기술직,광주,2023-02-13
U0528,남,41,40대,40~44,대학생,경기,2024-01-16
U0445,남,38,30대,35~39,경영/관리직,충북,2024-09-15
U1891,여,55,50대,55~59,사무/기술직,서울,2024-06-11
U1144,여,28,20대,25~29,자유/전문직,대전,2023-01-28
U0315,남,31,30대,30~34,사무/기술직,경남,2023-12-31
U1026,남,58,50대,55~59,대학생,대구,2023-03-28
U1289,여,30,30대,30~34,사무/기술직,충남,2024-08-24
U0327,남,34,30대,30~34,사무/기술직,충북,2023-04-19
U0690,남,49,40대,45~49,자유/전문직,경기,2024-03-06
U1260,여,32,30대,30~34,기능/작업직,서울,2024-09-01
U0717,남,48,40대,45~49,자영업,서울,2023-11-03
U0637,남,49,40대,45~49,전업주부,경남,2023-12-15
U0793,남,52,50대,50~54,자영업,서울,2023-03-08
U1158,여,26,20대,25~29,사무/기술직,서울,2023-05-08
U0929,남,58,50대,55~59,판매/영업,서울,2023-07-16
U0830,남,50,50대,50~54,사무/기술직,경남,2023-08-25
U0902,남,57,50대,55~59,사무/기술직,서울,2024-05-15
U1130,여,27,20대,25~29,사무/기술직,광주,2024-06-17
U1950,여,55,50대,55~59,사무/기술직,전북,2024-08-17
U1955,여,57,50대,55~59,자유/전문직,경기,2023-08-30
U0034,남,20,20대,20~24,자유/전문직,경기,2024-11-22
U0244,남,30,30대,30~34,사무/기술직,경기,2023-10-15
U0120,남,27,20대,25~29,자유/전문직,전북,2024-03-25
U0536,남,44,40대,40~44,사무/기술직,대전,2024-09-03
U0633,남,45,40대,45~49,대학생,서울,2023-09-26
U1081,여,22,20대,20~24,사무/기술직,부산,2024-05-23
U1944,여,56,50대,55~59,판매/영업,경남,2023-08-26
U1753,여,51,50대,50~54,경영/관리직,전남,2024-01-10
U0149,남,25,20대,25~29,사무/기술직,서울,2024-04-16
U1042,여,23,20대,20~24,기타,서울,2023-01-21
U0567,남,44,40대,40~44,사무/기술직,서울,2023-12-09
U0021,남,20,20대,20~24,사무/기술직,경기,2024-09-10
U0450,남,36,30대,35~39,자유/전문직,경기,2023-01-08
U1642,여,49,40대,45~49,경영/관리직,경남,2024-06-20
U2000,여,57,50대,55~59,기능/작업직,서울,2024-06-16
U0493,남,41,40대,40~44,사무/기술직,인천,2023-06-27
U0749,남,51,50대,50~54,자유/전문직,제주,2024-10-17
U0921,남,58,50대,55~59,경영/관리직,경기,2023-10-12
U1732,여,52,50대,50~54,기타,경기,2023-03-26
U1099,여,20,20대,20~24,농업,서울,2023-05-24
U0624,남,49,40대,45~49,판매/영업,서울,2023-04-24
U1515,여,41,40대,40~44,경영/관리직,부산,2024-09-19
U0726,남,50,50대,50~54,전업주부,전북,2024-01-26
U1483,여,40,40대,40~44,경영/관리직,대구,2024-08-08
U1369,여,37,30대,35~39,사무/기술직,서울,2023-12-23
U0925,남,59,50대,55~59,기타,서울,2024-08-09
U0910,남,57,50대,55~59,사무/기술직,서울,2023-11-24
U1214,여,29,20대,25~29,자유/전문직,광주,2024-03-20
U0245,남,33,30대,30~34,무직,경북,2023-06-26
U0894,남,56,50대,55~59,기타,부산,2024-09-19
U1844,여,54,50대,50~54,자유/전문직,서울,2024-06-03
U0300,남,34,30대,30~34,무직,부산,2024-03-27
U0696,남,48,40대,45~49,기타,충북,2024-09-05
U0135,남,27,20대,25~29,경영/관리직,경남,2024-07-11
U1508,여,40,40대,40~44,사무/기술직,인천,2023-12-13
U1547,여,43,40대,40~44,경영/관리직,충북,2023-07-09
U0937,남,57,50대,55~59,사무/기술직,대전,2023-02-14
U0254,남,31,30대,30~34,사무/기술직,경기,2023-06-18
U0316,남,30,30대,30~34,대학생,강원,2024-08-30
U1673,여,49,40대,45~49,자유/전문직,서울,2023-12-26
U0687,남,46,40대,45~49,대학생,경기,2023-08-16
