order_id,user_id,store_id,item_id,timestamp,date,hour,day_of_week,month,season,qty,unit_price,total_amount,payment_type,channel,promo_id,promo_discount_pct,temp_c,feels_like_c,precip_mm,snow_cm,humidity_pct,wind_mps,pm25_ugm3,pm10_ugm3,is_raining,is_snowing,temp_category,pm25_category,is_weekend,is_holiday,is_exam_period,is_promo,gender,age_band,job,user_area,item_category,is_hot,is_ice,is_coffee,caffeine_mg,calorie_kcal
O000037,U0609,S013,I023,2025-06-05 08:15:00,2025-06-05,8,3,6,여름,2,6136,12272,간편결제,배달,,0,29.3,24.8,0.0,0.0,74,5.8,37,60,0,0,더움,나쁨,0,0,0,0,남,40대,자유/전문직,대구,스무디프라페,0,1,0,75,457
O000038,U0930,S018,I010,2025-08-20 18:00:00,2025-08-20,18,2,8,여름,3,6360,19080,간편결제,매장,,0,27.8,26.1,0.0,0.0,64,2.0,34,52,0,0,더움,보통,0,0,0,0,남,50대,기능/작업직,서울,우유베이스커피,0,1,1,103,213
O000039,U0177,S025,I027,2025-03-05 16:00:00,2025-03-05,16,2,3,봄,1,4710,4710,카드,매장,PROMO_SPRING,15,12.1,7.6,0.0,0.0,36,5.4,58,102,0,0,선선함,나쁨,0,0,0,1,남,20대,대학원생,충북,주스에이드,0,1,0,-17,152
O000040,U0136,S016,I027,2025-10-10 17:45:00,2025-10-10,17,4,10,가을,1,5542,5542,카드,매장,,0,19.8,15.8,0.0,0.0,37,6.2,18,33,0,0,따뜻함,보통,0,0,0,0,남,20대,경영/관리직,울산,주스에이드,0,1,0,-17,152
O000041,U0518,S017,I023,2025-07-14 08:00:00,2025-07-14,8,0,7,여름,1,6136,6136,간편결제,매장,,0,32.7,29.0,2.3,0.0,67,4.4,5,10,1,0,매우더움,좋음,0,0,0,0,남,40대,대학생,강원,스무디프라페,0,1,0,75,457
O000042,U1172,S008,I025,2025-08-31 15:15:00,2025-08-31,15,6,8,여름,1,6140,6140,카드,매장,,0,32.4,28.0,0.0,0.0,50,5.5,36,66,0,0,매우더움,나쁨,1,0,0,0,여,20대,무직,경기,스무디프라페,0,1,0,89,429
O000043,U1246,S025,I006,2025-06-18 13:30:00,2025-06-18,13,2,6,여름,1,6688,6688,카드,매장,,0,25.9,23.7,0.0,0.0,38,2.7,14,28,0,0,더움,좋음,0,0,1,0,여,30대,기타,대전,우유베이스커피,1,0,1,86,202
O000044,U1727,S012,I001,2025-08-06 10:15:00,2025-08-06,10,2,8,여름,1,4580,4580,간편결제,매장,,0,36.2,34.0,0.0,0.0,90,2.5,26,41,0,0,매우더움,보통,0,0,0,0,여,50대,경영/관리직,경기,에스프레소베이스,1,0,1,130,2
O000045,U0834,S008,I028,2025-03-30 08:00:00,2025-03-30,8,6,3,봄,2,4666,9332,카드,픽업,,0,8.9,8.2,0.0,0.0,38,1.4,48,72,0,0,선선함,나쁨,1,0,0,0,남,50대,무직,서울,주스에이드,0,1,0,15,146
O000046,U1615,S013,I023,2025-06-14 12:30:00,2025-06-14,12,5,6,여름,1,6136,6136,카드,매장,,0,32.8,28.7,0.0,0.0,55,5.7,24,38,0,0,매우더움,보통,1,0,1,0,여,40대,대학생,광주,스무디프라페,0,1,0,75,457
O000047,U0940,S024,I003,2025-11-01 14:15:00,2025-11-01,14,5,11,가을,1,4140,4140,간편결제,매장,,0,14.4,11.7,0.0,0.0,32,3.0,49,89,0,0,선선함,나쁨,1,0,0,0,남,50대,전업주부,경남,에스프레소베이스,0,1,1,177,88
O000048,U1330,S018,I001,2025-10-02 12:00:00,2025-10-02,12,3,10,가을,3,4580,13740,간편결제,매장,,0,17.0,14.6,0.0,0.0,57,5.1,42,89,0,0,따뜻함,나쁨,0,0,0,0,여,30대,사무/기술직,서울,에스프레소베이스,1,0,1,130,2
O000049,U0908,S018,I003,2025-12-15 07:45:00,2025-12-15,7,0,12,겨울,2,3312,6624,카드,매장,PROMO_XMAS,20,3.1,-1.4,0.0,0.0,37,7.1,32,52,0,0,쌀쌀함,보통,0,0,1,1,남,50대,기타,경남,에스프레소베이스,0,1,1,177,88
O000050,U1206,S018,I005,2025-10-29 16:30:00,2025-10-29,16,2,10,가을,2,4361,8722,카드,매장,,0,12.5,9.4,0.0,0.0,44,3.8,26,56,0,0,선선함,보통,0,0,0,0,여,20대,사무/기술직,울산,에스프레소베이스,1,0,1,144,65
O000051,U1935,S015,I001,2025-04-25 11:00:00,2025-04-25,11,4,4,봄,1,4580,4580,간편결제,배달,,0,16.9,14.9,0.0,0.0,37,2.0,50,103,0,0,따뜻함,나쁨,0,0,0,0,여,50대,자영업,경기,에스프레소베이스,1,0,1,130,2
O000052,U0679,S017,I003,2025-03-20 11:00:00,2025-03-20,11,3,3,봄,1,4140,4140,간편결제,픽업,,0,14.1,9.8,0.0,0.0,76,6.4,45,83,0,0,선선함,나쁨,0,0,0,0,남,40대,자유/전문직,서울,에스프레소베이스,0,1,1,177,88
O000053,U0239,S001,I014,2025-08-01 10:00:00,2025-08-01,10,4,8,여름,2,6172,12344,간편결제,픽업,,0,27.3,25.0,0.0,0.0,54,3.3,5,10,0,0,더움,좋음,0,0,0,0,남,30대,사무/기술직,서울,아이스크림커피,1,0,1,86,494
O000054,U1511,S004,I001,2025-12-10 16:45:00,2025-12-10,16,2,12,겨울,1,3664,3664,카드,매장,PROMO_XMAS,20,2.7,0.9,0.0,0.0,72,3.4,56,115,0,0,쌀쌀함,나쁨,0,0,1,1,여,40대,사무/기술직,부산,에스프레소베이스,1,0,1,130,2
O000055,U0040,S010,I003,2025-03-22 13:45:00,2025-03-22,13,5,3,봄,1,4140,4140,간편결제,매장,,0,11.3,8.4,0.0,0.0,79,3.3,49,96,0,0,선선함,나쁨,1,0,0,0,남,20대,전업주부,경기,에스프레소베이스,0,1,1,177,88
O000056,U0491,S025,I016,2025-04-10 17:00:00,2025-04-10,17,3,4,봄,1,5506,5506,간편결제,배달,,0,10.7,6.8,0.0,0.0,30,6.3,47,95,0,0,선선함,나쁨,0,0,0,0,남,40대,기능/작업직,울산,우유베이스티,1,0,0,20,278
O000057,U0759,S022,I001,2025-03-28 09:00:00,2025-03-28,9,4,3,봄,1,4580,4580,간편결제,매장,,0,6.8,5.1,0.0,0.0,71,1.3,70,112,0,0,쌀쌀함,나쁨,0,0,0,0,남,50대,기타,대전,에스프레소베이스,1,0,1,130,2
O000058,U1576,S002,I001,2025-04-29 12:15:00,2025-04-29,12,1,4,봄,1,4580,4580,카드,매장,,0,18.3,14.1,0.0,0.0,32,6.0,49,104,0,0,따뜻함,나쁨,0,0,0,0,여,40대,농업,대전,에스프레소베이스,1,0,1,130,2
O000059,U1377,S015,I014,2025-07-06 08:45:00,2025-07-06,8,6,7,여름,1,6172,6172,카드,매장,,0,25.3,24.9,0.0,0.0,39,0.7,13,22,0,0,더움,좋음,1,0,0,0,여,30대,사무/기술직,충북,아이스크림커피,1,0,1,86,494
O000060,U0782,S018,I004,2025-01-13 17:30:00,2025-01-13,17,0,1,겨울,2,4801,9602,카드,매장,,0,2.7,0.2,0.0,0.0,65,5.3,33,53,0,0,쌀쌀함,보통,0,0,0,0,남,50대,자유/전문직,서울,에스프레소베이스,0,1,1,135,63
O000061,U0700,S017,I003,2025-05-02 12:15:00,2025-05-02,12,4,5,봄,1,3726,3726,카드,매장,PROMO_CHILDREN,10,25.7,22.7,0.0,0.0,56,3.4,56,85,0,0,더움,나쁨,0,0,0,1,남,40대,사무/기술직,경기,에스프레소베이스,0,1,1,177,88
O000062,U1365,S022,I007,2025-11-14 11:00:00,2025-11-14,11,4,11,가을,1,5040,5040,카드,매장,,0,14.6,12.9,0.0,0.0,89,2.1,48,73,0,0,선선함,나쁨,0,0,0,0,여,30대,사무/기술직,서울,우유베이스커피,0,1,1,119,196
O000063,U1890,S028,I029,2025-02-04 09:15:00,2025-02-04,9,1,2,겨울,2,4499,8998,현금,배달,,0,-1.3,-3.0,0.0,2.5,55,2.5,51,92,0,1,추움,나쁨,0,0,0,0,여,50대,자유/전문직,충남,주스에이드,0,1,0,29,215
O000064,U1959,S023,I008,2025-05-19 12:45:00,2025-05-19,12,0,5,봄,3,5985,17955,현금,매장,,0,25.1,23.1,0.0,0.0,54,1.7,46,82,0,0,더움,나쁨,0,0,0,0,여,50대,경영/관리직,서울,우유베이스커피,1,0,1,105,233
O000065,U1794,S008,I024,2025-09-18 12:00:00,2025-09-18,12,3,9,가을,2,5329,10658,간편결제,매장,,0,29.3,24.8,0.0,0.0,31,6.9,38,74,0,0,더움,나쁨,0,0,0,0,여,50대,기능/작업직,서울,스무디프라페,0,1,0,50,355
O000066,U1344,S021,I012,2025-04-09 13:00:00,2025-04-09,13,2,4,봄,1,7116,7116,간편결제,매장,,0,18.0,15.3,0.0,0.0,38,2.9,45,68,0,0,따뜻함,나쁨,0,0,0,0,여,30대,대학생,부산,아이스크림커피,1,0,1,74,470
O000067,U0667,S023,I005,2025-10-28 13:15:00,2025-10-28,13,1,10,가을,1,4361,4361,카드,매장,,0,20.8,19.9,0.0,0.0,33,1.4,28,60,0,0,따뜻함,보통,0,0,0,0,남,40대,전업주부,서울,에스프레소베이스,1,0,1,144,65
O000068,U0656,S001,I006,2025-12-15 09:45:00,2025-12-15,9,0,12,겨울,1,5350,5350,카드,픽업,PROMO_XMAS,20,9.3,8.9,0.0,0.0,80,1.1,49,79,0,0,선선함,나쁨,0,0,1,1,남,40대,사무/기술직,서울,우유베이스커피,1,0,1,86,202
O000069,U1278,S003,I001,2025-01-14 09:15:00,2025-01-14,9,1,1,겨울,2,4580,9160,간편결제,매장,,0,-3.5,-4.3,0.0,0.0,43,0.5,35,64,0,0,추움,보통,0,0,0,0,여,30대,전업주부,대구,에스프레소베이스,1,0,1,130,2
O000070,U1151,S005,I008,2025-05-25 18:30:00,2025-05-25,18,6,5,봄,1,5985,5985,카드,매장,,0,16.2,13.4,0.0,0.0,52,5.6,34,63,0,0,따뜻함,보통,1,0,0,0,여,20대,자유/전문직,부산,우유베이스커피,1,0,1,105,233
O000071,U0615,S030,I001,2025-05-01 13:45:00,2025-05-01,13,3,5,봄,1,4122,4122,간편결제,매장,PROMO_CHILDREN,10,26.6,24.4,0.0,0.0,56,3.7,40,71,0,0,더움,나쁨,0,0,0,1,남,40대,판매/영업,대구,에스프레소베이스,1,0,1,130,2
O000072,U1557,S026,I009,2025-08-07 06:00:00,2025-08-07,6,3,8,여름,2,6472,12944,카드,매장,,0,22.8,20.0,0.0,0.0,58,3.6,11,18,0,0,따뜻함,좋음,0,0,0,0,여,40대,대학생,제주,우유베이스커피,1,0,1,120,239
O000073,U1855,S026,I025,2025-06-14 19:45:00,2025-06-14,19,5,6,여름,1,6140,6140,카드,배달,,0,17.5,11.9,0.0,0.0,63,7.0,50,100,0,0,따뜻함,나쁨,1,0,1,0,여,50대,무직,광주,스무디프라페,0,1,0,89,429
O000074,U1005,S003,I003,2025-11-29 13:00:00,2025-11-29,13,5,11,가을,2,4140,8280,간편결제,매장,,0,17.6,13.6,0.0,0.0,52,6.4,55,87,0,0,따뜻함,나쁨,1,0,0,0,남,50대,전업주부,경남,에스프레소베이스,0,1,1,177,88
O000075,U1339,S019,I001,2025-09-27 07:45:00,2025-09-27,7,5,9,가을,1,4580,4580,멤버십,배달,,0,22.4,19.6,0.0,0.0,52,3.3,17,26,0,0,따뜻함,보통,1,0,0,0,여,30대,자유/전문직,서울,에스프레소베이스,1,0,1,130,2
O000076,U0600,S004,I007,2025-02-09 19:15:00,2025-02-09,19,6,2,겨울,2,5040,10080,카드,배달,,0,-2.8,-5.6,0.0,0.0,48,3.9,53,96,0,0,추움,나쁨,1,0,0,0,남,40대,전업주부,경기,우유베이스커피,0,1,1,119,196
O000077,U1365,S015,I007,2025-10-15 08:15:00,2025-10-15,8,2,10,가을,1,5040,5040,멤버십,배달,,0,15.4,11.9,0.0,0.0,61,4.0,36,64,0,0,따뜻함,나쁨,0,0,0,0,여,30대,사무/기술직,서울,우유베이스커피,0,1,1,119,196
O000078,U1314,S030,I005,2025-12-25 13:15:00,2025-12-25,13,3,12,겨울,1,3488,3488,멤버십,매장,PROMO_XMAS,20,5.1,3.2,0.0,0.0,64,1.6,59,102,0,0,쌀쌀함,나쁨,0,1,0,1,여,30대,대학생,경기,에스프레소베이스,1,0,1,144,65
O000079,U0790,S001,I010,2025-02-05 11:45:00,2025-02-05,11,2,2,겨울,1,6360,6360,카드,매장,,0,0.9,-4.1,0.0,0.0,75,6.4,55,87,0,0,추움,나쁨,0,0,0,0,남,50대,사무/기술직,서울,우유베이스커피,0,1,1,103,213
O000080,U1232,S022,I001,2025-03-13 07:15:00,2025-03-13,7,3,3,봄,1,4580,4580,카드,매장,,0,2.8,1.7,0.0,0.0,59,2.3,55,117,0,0,쌀쌀함,나쁨,0,0,1,0,여,30대,사무/기술직,경기,에스프레소베이스,1,0,1,130,2
O000081,U1232,S016,I001,2025-09-08 11:00:00,2025-09-08,11,0,9,가을,3,4580,13740,카드,매장,,0,25.9,22.8,0.0,0.0,67,4.2,15,24,0,0,더움,좋음,0,0,0,0,여,30대,사무/기술직,경기,에스프레소베이스,1,0,1,130,2
O000082,U1348,S006,I004,2025-12-21 11:45:00,2025-12-21,11,6,12,겨울,1,3840,3840,카드,매장,PROMO_XMAS,20,2.0,-0.1,0.0,0.0,76,3.5,64,139,0,0,쌀쌀함,나쁨,1,0,0,1,여,30대,사무/기술직,강원,에스프레소베이스,0,1,1,135,63
O000083,U0313,S019,I030,2025-02-09 16:45:00,2025-02-09,16,6,2,겨울,1,5083,5083,간편결제,매장,,0,5.3,4.9,0.0,0.0,85,1.0,52,79,0,0,쌀쌀함,나쁨,1,0,0,0,남,30대,기능/작업직,강원,주스에이드,0,1,0,-2,207
O000084,U1369,S013,I005,2025-09-07 14:00:00,2025-09-07,14,6,9,가을,2,3706,7412,간편결제,배달,PROMO_AUTUMN,15,23.4,19.2,0.0,0.0,45,5.6,26,40,0,0,더움,보통,1,0,0,1,여,30대,사무/기술직,서울,에스프레소베이스,1,0,1,144,65
O000085,U1742,S027,I001,2025-01-20 12:30:00,2025-01-20,12,0,1,겨울,1,4580,4580,간편결제,매장,,0,3.6,2.3,0.0,0.0,60,2.3,56,98,0,0,쌀쌀함,나쁨,0,0,0,0,여,50대,대학생,경기,에스프레소베이스,1,0,1,130,2
O000086,U1352,S030,I001,2025-12-28 08:15:00,2025-12-28,8,6,12,겨울,1,4580,4580,현금,매장,,0,6.0,1.8,0.0,0.0,36,5.1,67,102,0,0,쌀쌀함,나쁨,1,0,0,0,여,30대,사무/기술직,경기,에스프레소베이스,1,0,1,130,2
O000087,U0307,S029,I016,2025-09-04 14:00:00,2025-09-04,14,3,9,가을,1,4680,4680,간편결제,매장,PROMO_AUTUMN,15,23.2,22.5,0.0,0.0,58,0.6,10,17,0,0,더움,좋음,0,0,1,1,남,30대,대학원생,대구,우유베이스티,1,0,0,20,278
O000088,U0869,S030,I003,2025-06-04 09:15:00,2025-06-04,9,2,6,여름,1,4140,4140,간편결제,픽업,,0,23.9,21.8,0.0,0.0,74,2.6,23,42,0,0,더움,보통,0,0,0,0,남,50대,자영업,전북,에스프레소베이스,0,1,1,177,88
O000089,U0091,S021,I014,2025-08-13 11:30:00,2025-08-13,11,2,8,여름,1,6172,6172,간편결제,배달,,0,36.1,31.2,0.0,0.0,58,6.5,5,8,0,0,매우더움,좋음,0,0,0,0,남,20대,자영업,부산,아이스크림커피,1,0,1,86,494
O000090,U0892,S021,I001,2025-03-23 13:15:00,2025-03-23,13,6,3,봄,1,4580,4580,카드,매장,,0,13.6,11.0,0.0,0.0,72,3.7,45,93,0,0,선선함,나쁨,1,0,0,0,남,50대,전업주부,경남,에스프레소베이스,1,0,1,130,2
O000091,U1086,S022,I018,2025-02-28 14:15:00,2025-02-28,14,4,2,겨울,2,6487,12974,카드,매장,,0,6.6,1.7,0.0,0.0,46,7.1,36,74,0,0,쌀쌀함,나쁨,0,0,0,0,여,20대,기능/작업직,서울,우유베이스티,1,0,0,44,255
O000092,U0205,S009,I024,2025-10-30 14:45:00,2025-10-30,14,3,10,가을,2,5329,10658,카드,매장,,0,18.6,14.6,0.0,0.0,34,5.6,35,61,0,0,따뜻함,보통,0,0,0,0,남,20대,사무/기술직,서울,스무디프라페,0,1,0,50,355
O000093,U1037,S001,I018,2025-10-10 06:30:00,2025-10-10,6,4,10,가을,1,6487,6487,간편결제,매장,,0,19.6,17.1,0.0,0.0,70,3.5,35,62,0,0,따뜻함,보통,0,0,0,0,여,20대,사무/기술직,대구,우유베이스티,1,0,0,44,255
O000094,U0090,S006,I020,2025-01-04 21:45:00,2025-01-04,21,5,1,겨울,1,4996,4996,간편결제,배달,,0,-12.2,-13.4,0.0,0.0,90,1.4,48,75,0,0,추움,나쁨,1,0,0,0,남,20대,기타,인천,티차류,1,0,0,30,-13
O000095,U1521,S025,I002,2025-07-10 17:00:00,2025-07-10,17,3,7,여름,2,5392,10784,간편결제,배달,,0,24.3,20.2,0.0,0.0,49,5.6,13,25,0,0,더움,좋음,0,0,0,0,여,40대,사무/기술직,서울,에스프레소베이스,1,0,1,147,6
