order_item_id,option_item_id,option_name,extra_price
94,1,Tall,0
94,7,바닐라 시럽,300
95,4,HOT,0
95,2,Grande,500
95,11,기본,0
96,4,HOT,0
96,1,Tall,0
96,6,샷 추가 (+1),500
97,4,HOT,0
97,2,Grande,500
97,11,기본,0
98,4,HOT,0
98,1,Tall,0
98,6,샷 추가 (+1),500
99,4,HOT,0
99,2,Grande,500
99,11,기본,0
100,5,ICE,0
100,1,Tall,0
100,11,기본,0
101,4,HOT,0
101,3,Venti,1000
102,5,ICE,0
102,1,Tall,0
103,4,HOT,0
103,2,Grande,500
103,7,바닐라 시럽,300
104,5,ICE,0
104,2,Grande,500
104,11,기본,0
104,9,카라멜 시럽,300
105,4,HOT,0
105,1,Tall,0
105,11,기본,0
105,6,샷 추가 (+1),500
106,5,ICE,0
106,1,Tall,0
106,13,더 달게,0
107,5,ICE,0
107,1,Tall,0
107,13,더 달게,0
107,6,샷 추가 (+1),500
108,4,HOT,0
108,3,Venti,1000
108,11,기본,0
109,4,HOT,0
109,1,Tall,0
110,5,ICE,0
110,2,Grande,500
110,13,더 달게,0
111,4,HOT,0
111,1,Tall,0
111,12,덜 달게,0
112,4,HOT,0
112,1,Tall,0
112,13,더 달게,0
113,5,ICE,0
113,2,Grande,500
113,12,덜 달게,0
114,4,HOT,0
114,3,Venti,1000
114,11,기본,0
115,4,HOT,0
115,3,Venti,1000
115,11,기본,0
116,5,ICE,0
116,2,Grande,500
116,12,덜 달게,0
116,6,샷 추가 (+1),500
117,4,HOT,0
117,2,Grande,500
117,11,기본,0
117,6,샷 추가 (+1),500
118,4,HOT,0
118,2,Grande,500
118,11,기본,0
119,4,HOT,0
119,1,Tall,0
119,13,더 달게,0
120,4,HOT,0
120,2,Grande,500
120,10,휘핑크림 추가,500
121,4,HOT,0
121,2,Grande,500
121,9,카라멜 시럽,300
122,4,HOT,0
122,2,Grande,500
122,9,카라멜 시럽,300
123,4,HOT,0
123,1,Tall,0
123,11,기본,0
124,4,HOT,0
124,1,Tall,0
125,5,ICE,0
125,2,Grande,500
125,6,샷 추가 (+1),500
125,10,휘핑크림 추가,500
126,4,HOT,0
126,3,Venti,1000
126,8,헤이즐넛 시럽,300
127,4,HOT,0
127,3,Venti,1000
127,11,기본,0
128,4,HOT,0
128,1,Tall,0
128,9,카라멜 시럽,300
129,4,HOT,0
129,3,Venti,1000
129,11,기본,0
130,5,ICE,0
130,2,Grande,500
130,11,기본,0
130,6,샷 추가 (+1),500
130,7,바닐라 시럽,300
131,5,ICE,0
131,2,Grande,500
131,12,덜 달게,0
131,9,카라멜 시럽,300
132,5,ICE,0
132,3,Venti,1000
132,6,샷 추가 (+1),500
133,5,ICE,0
133,2,Grande,500
133,12,덜 달게,0
134,4,HOT,0
134,3,Venti,1000
134,11,기본,0
135,5,ICE,0
135,3,Venti,1000
136,4,HOT,0
136,3,Venti,1000
137,4,HOT,0
137,1,Tall,0
137,12,덜 달게,0
138,5,ICE,0
138,2,Grande,500
139,4,HOT,0
139,2,Grande,500
139,13,더 달게,0
140,5,ICE,0
140,2,Grande,500
141,4,HOT,0
141,2,Grande,500
141,6,샷 추가 (+1),500
142,4,HOT,0
142,1,Tall,0
142,13,더 달게,0
142,8,헤이즐넛 시럽,300
143,4,HOT,0
143,2,Grande,500
144,4,HOT,0
144,1,Tall,0
144,13,더 달게,0
145,4,HOT,0
145,2,Grande,500
145,13,더 달게,0
145,10,휘핑크림 추가,500
146,4,HOT,0
146,2,Grande,500
147,4,HOT,0
147,1,Tall,0
147,12,덜 달게,0
147,6,샷 추가 (+1),500
148,4,HOT,0
148,1,Tall,0
148,11,기본,0
149,4,HOT,0
149,1,Tall,0
149,6,샷 추가 (+1),500
150,5,ICE,0
150,2,Grande,500
150,12,덜 달게,0
151,5,ICE,0
151,2,Grande,500
152,5,ICE,0
152,1,Tall,0
152,6,샷 추가 (+1),500
153,5,ICE,0
153,2,Grande,500
153,13,더 달게,0
153,6,샷 추가 (+1),500
154,5,ICE,0
154,2,Grande,500
154,13,더 달게,0
154,7,바닐라 시럽,300
155,4,HOT,0
155,2,Grande,500
156,4,HOT,0
156,1,Tall,0
156,11,기본,0
157,5,ICE,0
157,2,Grande,500
157,13,더 달게,0
158,4,HOT,0
158,2,Grande,500
158,12,덜 달게,0
158,6,샷 추가 (+1),500
159,4,HOT,0
159,1,Tall,0
159,6,샷 추가 (+1),500
159,10,휘핑크림 추가,500
160,5,ICE,0
160,3,Venti,1000
161,5,ICE,0
161,3,Venti,1000
161,6,샷 추가 (+1),500
162,5,ICE,0
162,1,Tall,0
163,4,HOT,0
163,1,Tall,0
163,12,덜 달게,0
163,6,샷 추가 (+1),500
164,4,HOT,0
164,1,Tall,0
164,13,더 달게,0
165,4,HOT,0
165,2,Grande,500
165,12,덜 달게,0
165,7,바닐라 시럽,300
166,4,HOT,0
166,1,Tall,0
166,11,기본,0
166,6,샷 추가 (+1),500
167,5,ICE,0
167,3,Venti,1000
167,11,기본,0
167,6,샷 추가 (+1),500
168,4,HOT,0
168,2,Grande,500
168,13,더 달게,0
169,4,HOT,0
169,1,Tall,0
169,12,덜 달게,0
170,5,ICE,0
170,1,Tall,0
171,5,ICE,0
171,1,Tall,0
172,4,HOT,0
172,2,Grande,500
172,13,더 달게,0
173,5,ICE,0
173,1,Tall,0
173,11,기본,0
174,5,ICE,0
174,2,Grande,500
175,4,HOT,0
175,1,Tall,0
175,13,더 달게,0
176,4,HOT,0
176,3,Venti,1000
176,11,기본,0
177,4,HOT,0
177,2,Grande,500
177,13,더 달게,0
178,5,ICE,0
178,2,Grande,500
178,9,카라멜 시럽,300
179,5,ICE,0
179,2,Grande,500
179,13,더 달게,0
180,4,HOT,0
180,1,Tall,0
181,4,HOT,0
181,1,Tall,0
181,13,더 달게,0
182,4,HOT,0
182,3,Venti,1000
183,4,HOT,0
183,1,Tall,0
183,12,덜 달게,0
184,4,HOT,0
184,2,Grande,500
184,11,기본,0
185,5,ICE,0
185,2,Grande,500
185,6,샷 추가 (+1),500
186,5,ICE,0
186,1,Tall,0
186,11,기본,0
186,7,바닐라 시럽,300
187,5,ICE,0
187,2,Grande,500
187,12,덜 달게,0
188,4,HOT,0
188,2,Grande,500
188,10,휘핑크림 추가,500
189,5,ICE,0
189,1,Tall,0
190,5,ICE,0
190,1,Tall,0
190,9,카라멜 시럽,300
191,5,ICE,0
191,2,Grande,500
191,11,기본,0
191,6,샷 추가 (+1),500
191,10,휘핑크림 추가,500
192,4,HOT,0
192,2,Grande,500
192,13,더 달게,0
193,4,HOT,0
193,3,Venti,1000
193,12,덜 달게,0
193,9,카라멜 시럽,300
194,4,HOT,0
194,3,Venti,1000
194,6,샷 추가 (+1),500
195,4,HOT,0
195,2,Grande,500
195,6,샷 추가 (+1),500
196,5,ICE,0
196,1,Tall,0
196,11,기본,0
197,5,ICE,0
197,1,Tall,0
197,12,덜 달게,0
197,7,바닐라 시럽,300
198,4,HOT,0
198,1,Tall,0
198,11,기본,0
198,6,샷 추가 (+1),500
199,4,HOT,0
199,1,Tall,0
200,4,HOT,0
200,1,Tall,0
200,11,기본,0
201,5,ICE,0
201,1,Tall,0
202,5,ICE,0
202,1,Tall,0
202,11,기본,0
203,5,ICE,0
203,1,Tall,0
203,13,더 달게,0
204,4,HOT,0
204,1,Tall,0
204,12,덜 달게,0
205,4,HOT,0
205,1,Tall,0
205,11,기본,0
206,5,ICE,0
206,2,Grande,500
206,9,카라멜 시럽,300
207,4,HOT,0
207,2,Grande,500
207,12,덜 달게,0
207,6,샷 추가 (+1),500
208,5,ICE,0
208,1,Tall,0
208,6,샷 추가 (+1),500
209,4,HOT,0
209,1,Tall,0
210,4,HOT,0
210,3,Venti,1000
210,11,기본,0
211,4,HOT,0
211,1,Tall,0
211,13,더 달게,0
211,6,샷 추가 (+1),500
212,5,ICE,0
212,3,Venti,1000
212,11,기본,0
213,5,ICE,0
213,2,Grande,500
214,4,HOT,0
214,1,Tall,0
214,9,카라멜 시럽,300
215,5,ICE,0
215,1,Tall,0
215,11,기본,0
216,5,ICE,0
216,3,Venti,1000
217,4,HOT,0
217,1,Tall,0
218,4,HOT,0
218,2,Grande,500
219,5,ICE,0
219,1,Tall,0
219,7,바닐라 시럽,300
220,4,HOT,0
220,3,Venti,1000
220,6,샷 추가 (+1),500
221,4,HOT,0
221,2,Grande,500
221,11,기본,0
221,9,카라멜 시럽,300
222,4,HOT,0
222,1,Tall,0
223,5,ICE,0
223,2,Grande,500
223,11,기본,0
224,5,ICE,0
224,1,Tall,0
224,7,바닐라 시럽,300
225,5,ICE,0
225,2,Grande,500
226,4,HOT,0
226,3,Venti,1000
227,4,HOT,0
227,2,Grande,500
227,11,기본,0
227,6,샷 추가 (+1),500
228,4,HOT,0
228,3,Venti,1000
228,6,샷 추가 (+1),500
228,8,헤이즐넛 시럽,300
229,4,HOT,0
229,3,Venti,1000
229,12,덜 달게,0
230,4,HOT,0
230,2,Grande,500
230,11,기본,0
230,6,샷 추가 (+1),500
231,4,HOT,0
231,3,Venti,1000
231,12,덜 달게,0
231,6,샷 추가 (+1),500
231,8,헤이즐넛 시럽,300
232,4,HOT,0
232,2,Grande,500
232,13,더 달게,0
232,6,샷 추가 (+1),500
233,4,HOT,0
233,2,Grande,500
233,13,더 달게,0
234,4,HOT,0
234,2,Grande,500
235,4,HOT,0
235,1,Tall,0
236,4,HOT,0
236,1,Tall,0
236,12,덜 달게,0
236,6,샷 추가 (+1),500
236,8,헤이즐넛 시럽,300
237,4,HOT,0
237,2,Grande,500
237,10,휘핑크림 추가,500
238,4,HOT,0
238,3,Venti,1000
238,11,기본,0
238,10,휘핑크림 추가,500
239,4,HOT,0
239,2,Grande,500
240,5,ICE,0
240,3,Venti,1000
240,12,덜 달게,0
241,5,ICE,0
241,1,Tall,0
241,11,기본,0
242,5,ICE,0
242,3,Venti,1000
242,13,더 달게,0
243,4,HOT,0
243,2,Grande,500
243,13,더 달게,0
244,5,ICE,0
244,2,Grande,500
244,12,덜 달게,0
245,5,ICE,0
245,3,Venti,1000
245,12,덜 달게,0
245,8,헤이즐넛 시럽,300
246,5,ICE,0
246,1,Tall,0
246,13,더 달게,0
247,4,HOT,0
247,2,Grande,500
247,11,기본,0
248,5,ICE,0
248,2,Grande,500
248,11,기본,0
249,4,HOT,0
249,2,Grande,500
249,6,샷 추가 (+1),500
250,4,HOT,0
250,2,Grande,500
250,11,기본,0
250,6,샷 추가 (+1),500
251,4,HOT,0
251,1,Tall,0
251,11,기본,0
251,8,헤이즐넛 시럽,300
252,5,ICE,0
252,2,Grande,500
253,5,ICE,0
253,3,Venti,1000
254,5,ICE,0
254,2,Grande,500
255,4,HOT,0
255,1,Tall,0
255,7,바닐라 시럽,300
256,4,HOT,0
256,1,Tall,0
256,13,더 달게,0
257,5,ICE,0
257,2,Grande,500
257,6,샷 추가 (+1),500
258,5,ICE,0
258,3,Venti,1000
258,11,기본,0
259,5,ICE,0
259,1,Tall,0
259,12,덜 달게,0
260,4,HOT,0
260,1,Tall,0
260,6,샷 추가 (+1),500
261,4,HOT,0
261,2,Grande,500
261,12,덜 달게,0
262,4,HOT,0
262,2,Grande,500
262,12,덜 달게,0
263,5,ICE,0
263,2,Grande,500
263,7,바닐라 시럽,300
264,5,ICE,0
264,3,Venti,1000
265,4,HOT,0
265,1,Tall,0
266,4,HOT,0
266,3,Venti,1000
266,11,기본,0
267,4,HOT,0
267,2,Grande,500
267,11,기본,0
267,6,샷 추가 (+1),500
268,5,ICE,0
268,2,Grande,500
268,6,샷 추가 (+1),500
269,4,HOT,0
269,2,Grande,500
269,6,샷 추가 (+1),500
269,10,휘핑크림 추가,500
270,5,ICE,0
270,2,Grande,500
271,5,ICE,0
271,1,Tall,0
271,6,샷 추가 (+1),500
272,4,HOT,0
272,3,Venti,1000
272,12,덜 달게,0
272,6,샷 추가 (+1),500
272,8,헤이즐넛 시럽,300
273,5,ICE,0
273,1,Tall,0
273,13,더 달게,0
273,9,카라멜 시럽,300
274,4,HOT,0
274,1,Tall,0
274,11,기본,0
275,5,ICE,0
275,1,Tall,0
276,4,HOT,0
276,2,Grande,500
276,11,기본,0
277,4,HOT,0
277,1,Tall,0
277,11,기본,0
278,4,HOT,0
278,2,Grande,500
278,7,바닐라 시럽,300
279,5,ICE,0
279,1,Tall,0
279,11,기본,0
279,6,샷 추가 (+1),500
280,4,HOT,0
280,1,Tall,0
280,6,샷 추가 (+1),500
280,10,휘핑크림 추가,500
281,4,HOT,0
281,1,Tall,0
281,11,기본,0
282,5,ICE,0
282,1,Tall,0
282,11,기본,0
282,6,샷 추가 (+1),500
283,4,HOT,0
283,1,Tall,0
283,13,더 달게,0
284,4,HOT,0
284,1,Tall,0
284,10,휘핑크림 추가,500
285,4,HOT,0
285,2,Grande,500
285,12,덜 달게,0
285,6,샷 추가 (+1),500
286,4,HOT,0
286,1,Tall,0
286,11,기본,0
287,4,HOT,0
287,2,Grande,500
288,4,HOT,0
288,1,Tall,0
288,11,기본,0
289,4,HOT,0
289,3,Venti,1000
289,11,기본,0
290,5,ICE,0
290,3,Venti,1000
291,4,HOT,0
291,2,Grande,500
291,6,샷 추가 (+1),500
292,4,HOT,0
292,2,Grande,500
292,6,샷 추가 (+1),500
292,9,카라멜 시럽,300
293,4,HOT,0
293,1,Tall,0
293,6,샷 추가 (+1),500
294,4,HOT,0
294,2,Grande,500
294,12,덜 달게,0
295,4,HOT,0
295,2,Grande,500
295,13,더 달게,0
295,6,샷 추가 (+1),500
295,7,바닐라 시럽,300
296,5,ICE,0
296,2,Grande,500
296,13,더 달게,0
297,4,HOT,0
297,2,Grande,500
297,12,덜 달게,0
298,4,HOT,0
298,1,Tall,0
299,4,HOT,0
299,1,Tall,0
300,4,HOT,0
300,2,Grande,500
300,13,더 달게,0
300,10,휘핑크림 추가,500
301,5,ICE,0
301,1,Tall,0
301,13,더 달게,0
301,7,바닐라 시럽,300
302,4,HOT,0
302,1,Tall,0
302,12,덜 달게,0
303,4,HOT,0
303,2,Grande,500
303,13,더 달게,0
304,4,HOT,0
304,1,Tall,0
304,11,기본,0
304,6,샷 추가 (+1),500
305,4,HOT,0
305,2,Grande,500
305,6,샷 추가 (+1),500
306,4,HOT,0
306,3,Venti,1000
306,12,덜 달게,0
306,9,카라멜 시럽,300
307,4,HOT,0
307,3,Venti,1000
307,13,더 달게,0
308,4,HOT,0
308,1,Tall,0
308,7,바닐라 시럽,300
309,5,ICE,0
309,3,Venti,1000
310,5,ICE,0
310,2,Grande,500
310,11,기본,0
311,5,ICE,0
311,2,Grande,500
311,13,더 달게,0
312,5,ICE,0
312,2,Grande,500
312,12,덜 달게,0
312,6,샷 추가 (+1),500
312,10,휘핑크림 추가,500
313,4,HOT,0
313,2,Grande,500
313,7,바닐라 시럽,300
313,10,휘핑크림 추가,500
314,4,HOT,0
314,1,Tall,0
315,4,HOT,0
315,1,Tall,0
315,6,샷 추가 (+1),500
316,4,HOT,0
316,3,Venti,1000
316,6,샷 추가 (+1),500
317,4,HOT,0
317,2,Grande,500
317,12,덜 달게,0
317,6,샷 추가 (+1),500
318,5,ICE,0
318,2,Grande,500
319,5,ICE,0
319,2,Grande,500
320,4,HOT,0
320,2,Grande,500
320,12,덜 달게,0
321,4,HOT,0
321,2,Grande,500
321,6,샷 추가 (+1),500
322,4,HOT,0
322,1,Tall,0
322,11,기본,0
323,5,ICE,0
323,2,Grande,500
323,11,기본,0
323,8,헤이즐넛 시럽,300
323,10,휘핑크림 추가,500
324,4,HOT,0
324,1,Tall,0
324,12,덜 달게,0
324,6,샷 추가 (+1),500
325,4,HOT,0
325,1,Tall,0
326,4,HOT,0
326,2,Grande,500
326,13,더 달게,0
326,7,바닐라 시럽,300
327,4,HOT,0
327,3,Venti,1000
327,9,카라멜 시럽,300
328,5,ICE,0
328,3,Venti,1000
328,10,휘핑크림 추가,500
329,5,ICE,0
329,1,Tall,0
329,6,샷 추가 (+1),500
330,5,ICE,0
330,1,Tall,0
330,12,덜 달게,0
331,5,ICE,0
331,2,Grande,500
331,11,기본,0
331,10,휘핑크림 추가,500
332,4,HOT,0
332,1,Tall,0
333,4,HOT,0
333,1,Tall,0
333,13,더 달게,0
334,5,ICE,0
334,1,Tall,0
334,9,카라멜 시럽,300
335,4,HOT,0
335,1,Tall,0
335,11,기본,0
335,6,샷 추가 (+1),500
335,10,휘핑크림 추가,500
336,4,HOT,0
336,3,Venti,1000
336,6,샷 추가 (+1),500
336,9,카라멜 시럽,300
337,4,HOT,0
337,2,Grande,500
337,11,기본,0
338,5,ICE,0
338,2,Grande,500
338,12,덜 달게,0
338,10,휘핑크림 추가,500
339,5,ICE,0
339,1,Tall,0
339,11,기본,0
340,4,HOT,0
340,3,Venti,1000
341,4,HOT,0
341,3,Venti,1000
342,5,ICE,0
342,1,Tall,0
343,4,HOT,0
343,2,Grande,500
343,11,기본,0
343,7,바닐라 시럽,300
344,4,HOT,0
344,1,Tall,0
344,13,더 달게,0
345,4,HOT,0
345,2,Grande,500
346,5,ICE,0
346,1,Tall,0
347,5,ICE,0
347,1,Tall,0
347,11,기본,0
348,5,ICE,0
348,3,Venti,1000
348,11,기본,0
348,6,샷 추가 (+1),500
349,5,ICE,0
349,2,Grande,500
349,12,덜 달게,0
349,8,헤이즐넛 시럽,300
350,5,ICE,0
350,2,Grande,500
350,6,샷 추가 (+1),500
351,4,HOT,0
351,1,Tall,0
351,12,덜 달게,0
351,10,휘핑크림 추가,500
352,4,HOT,0
352,3,Venti,1000
352,12,덜 달게,0
352,10,휘핑크림 추가,500
353,4,HOT,0
353,1,Tall,0
354,5,ICE,0
354,1,Tall,0
354,11,기본,0
355,4,HOT,0
355,2,Grande,500
355,11,기본,0
355,6,샷 추가 (+1),500
356,5,ICE,0
356,3,Venti,1000
356,11,기본,0
357,4,HOT,0
357,2,Grande,500
357,12,덜 달게,0
357,6,샷 추가 (+1),500
358,4,HOT,0
358,2,Grande,500
358,11,기본,0
358,6,샷 추가 (+1),500
359,5,ICE,0
359,2,Grande,500
359,13,더 달게,0
360,4,HOT,0
360,2,Grande,500
360,6,샷 추가 (+1),500
361,4,HOT,0
361,1,Tall,0
361,11,기본,0
361,6,샷 추가 (+1),500
362,5,ICE,0
362,1,Tall,0
362,12,덜 달게,0
362,10,휘핑크림 추가,500
363,5,ICE,0
363,1,Tall,0
363,6,샷 추가 (+1),500
364,4,HOT,0
364,1,Tall,0
364,6,샷 추가 (+1),500
365,5,ICE,0
365,3,Venti,1000
366,5,ICE,0
366,3,Venti,1000
366,11,기본,0
367,4,HOT,0
367,2,Grande,500
367,11,기본,0
368,4,HOT,0
368,2,Grande,500
369,5,ICE,0
369,3,Venti,1000
369,11,기본,0
370,5,ICE,0
370,1,Tall,0
370,12,덜 달게,0
371,5,ICE,0
371,2,Grande,500
371,13,더 달게,0
372,5,ICE,0
372,2,Grande,500
372,11,기본,0
373,5,ICE,0
373,3,Venti,1000
373,8,헤이즐넛 시럽,300
374,5,ICE,0
374,1,Tall,0
374,11,기본,0
374,6,샷 추가 (+1),500
375,4,HOT,0
375,1,Tall,0
375,11,기본,0
376,5,ICE,0
376,1,Tall,0
376,6,샷 추가 (+1),500
376,9,카라멜 시럽,300
377,5,ICE,0
377,2,Grande,500
377,11,기본,0
378,5,ICE,0
378,1,Tall,0
378,12,덜 달게,0
379,4,HOT,0
379,3,Venti,1000
379,11,기본,0
380,5,ICE,0
380,1,Tall,0
380,13,더 달게,0
381,5,ICE,0
381,2,Grande,500
381,13,더 달게,0
381,6,샷 추가 (+1),500
381,9,카라멜 시럽,300
382,4,HOT,0
382,1,Tall,0
383,4,HOT,0
383,3,Venti,1000
383,6,샷 추가 (+1),500
383,8,헤이즐넛 시럽,300
384,4,HOT,0
384,2,Grande,500
384,6,샷 추가 (+1),500
384,8,헤이즐넛 시럽,300
385,4,HOT,0
385,1,Tall,0
386,5,ICE,0
386,2,Grande,500
386,13,더 달게,0
387,4,HOT,0
387,2,Grande,500
387,13,더 달게,0
387,7,바닐라 시럽,300
388,5,ICE,0
388,3,Venti,1000
388,12,덜 달게,0
388,6,샷 추가 (+1),500
389,5,ICE,0
389,2,Grande,500
389,12,덜 달게,0
389,6,샷 추가 (+1),500
390,5,ICE,0
390,3,Venti,1000
391,4,HOT,0
391,3,Venti,1000
391,11,기본,0
391,6,샷 추가 (+1),500
392,4,HOT,0
392,1,Tall,0
392,10,휘핑크림 추가,500
393,5,ICE,0
393,2,Grande,500
393,6,샷 추가 (+1),500
394,4,HOT,0
394,3,Venti,1000
394,11,기본,0
395,4,HOT,0
395,2,Grande,500
395,6,샷 추가 (+1),500
396,4,HOT,0
396,1,Tall,0
396,9,카라멜 시럽,300
397,5,ICE,0
397,3,Venti,1000
398,4,HOT,0
398,1,Tall,0
398,13,더 달게,0
398,6,샷 추가 (+1),500
399,4,HOT,0
399,2,Grande,500
399,11,기본,0
